,digitPMTID,digitTime,digitCharge
36,"[2, 3, 10, 12, 18, 20, 23, 28, 51, 54, 58, 65, 66, 67, 68, 70, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 101, 102, 103, 106, 107, 110, 115, 123, 130, 137, 166, 172, 179, 192, 201, 228, 238]","[335.0623571428572, 335.96243684210526, 352.18815688073397, 335.4009726618705, 341.9387808510638, 338.62802857142856, 334.67202807017543, 725.7553953488373, 335.79336455696205, 335.39366666666666, 337.5010150943396, 337.0991444444445, 339.86964736842106, 336.5683774193548, 335.8646838383838, 337.9520469387755, 338.1391580645161, 336.6573, 336.53157931034485, 338.05129999999997, 337.4638701754386, 336.9166290322581, 336.50164615384614, 337.66886, 337.5709422018349, 338.8652260869565, 337.8367465116279, 337.2250380952381, 337.21209655172413, 336.64197004048583, 336.8533782608696, 337.0072666666667, 337.6838727272727, 337.17825901639344, 337.2602052631579, 335.0044999999999, 340.9635, 335.08476495726495, 344.0246322580645, 49.46519863013698, 349.21868518518517, 353.07751344537814, 347.48065454545446, 330.1967, 354.62565245901635, 346.02009999999996, 351.7105000000001]","[2.0214843749999467, 1.7431640624999467, 2.6074218749999467, 1.8554687500001066, 1.2158203125, 1.6992187500001066, 4.633789062500053, 1.4013671874999467, 5.249023437499893, 2.6660156249999467, 1.5625000000000533, 1.8310546874999467, 2.0068359375000533, 8.041992187500107, 3.4619140624998934, 1.6992187500000533, 2.0263671875001066, 7.949218750000053, 3.3935546875000533, 4.6240234375, 8.642578124999893, 2.65625, 4.628906250000107, 3.7890624999998934, 2.7783203125, 3.7548828125, 5.214843750000107, 10.834960937500107, 7.187500000000053, 5.356445312499893, 1.4648437499999467, 2.5976562499999467, 2.3876953124998934, 1.8652343750001066, 1.3281250000001066, 0.5468750000001066, 3.1103515624998934, 2.3583984375, 2.08984375, 1.5722656250001066, 0.7861328124999467, 1.9091796874998934, 0.3710937500001066, 2.1337890625, 1.2402343750000533, 1.044921875, 1.1474609374998934]"
37,"[3, 5, 6, 9, 20, 54, 60, 62, 65, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 96, 97, 101, 102, 104, 108, 115, 142, 144, 157, 161, 172, 194, 235]","[338.46588181818186, 332.8289333333333, 336.6633603305785, 336.661, 336.8660930875576, 340.6721578947368, 336.9488666666666, 337.4164538461538, 337.4154671232877, 337.53336666666667, 337.2021666666667, 337.0442310344828, 339.04516666666666, 337.72156666666666, 337.23379655172414, 364.76148205128203, 337.83773326039386, 337.47180000000003, 337.57691025641026, 336.9056922155689, 338.42272857142854, 337.77443703703705, 338.3173666666667, 337.4477574468085, 336.301581512605, 337.05901011235954, 341.1951173913044, 359.88259999999997, 336.8895, 335.5384411764706, 371.1587340425532, 345.1643525423729, 347.1508344827586, 351.9867111111111, 345.9431666666667, 329.09122394366193, 593.4203714285713, 346.87141162790704]","[2.1826171874998934, 0.5859375000001066, 5.2685546875, 2.3193359375, 4.541015625000053, 2.0654296875001066, 1.5332031250000533, 0.6445312500000533, 7.553710937500107, 2.1289062500000533, 3.4960937499998934, 2.8271484374999467, 5.664062500000053, 7.133789062499947, 10.400390625000107, 2.3974609375000533, 8.8330078125, 1.8066406249998934, 9.355468750000053, 8.510742187499947, 3.4619140624999467, 6.713867187500053, 4.741210937499893, 8.2080078125, 5.317382812499947, 3.9355468749999467, 2.1533203125, 2.9687500000001066, 1.7382812500000533, 1.1669921874998934, 3.1103515624999467, 1.7236328125000533, 3.0712890624998934, 1.3330078124999467, 1.6503906250000533, 1.8896484375000533, 1.2060546875001066, 2.3974609374998934]"
38,"[3, 6, 8, 12, 18, 21, 49, 52, 55, 62, 63, 67, 68, 72, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 104, 107, 116, 137, 145, 160, 161, 164, 165, 172, 191, 198, 214, 219, 224, 236]","[335.440080952381, 336.91665128205125, 343.2775909090909, 343.84644705882357, 337.75017843137255, 331.65501818181815, 336.6483666666667, 347.2218992481203, 404.5763714285714, 337.6405762430939, 289.9117372093023, 335.0720793103448, 336.7203, 371.55832857142855, 337.9610641975309, 336.80072528735633, 364.61260000000004, 338.1468157894737, 337.4088149253731, 337.65029999999996, 337.2530862745098, -96.29215714285722, 337.0685379679145, -Infinity, 338.6818153846154, 336.55892810707456, 337.56784074074073, 338.5119, 337.13996060606064, 337.1524045112782, 337.493850877193, 336.8021, 335.81230967741936, 561.9354215686275, 344.53032631578947, 345.07849999999996, 346.96028947368427, 347.6832385964912, 369.52822522522524, 349.71945555555556, 350.6937152542373, 473.76043898305085, 341.5826666666667, 335.49324615384614, 195.14244468085107, 422.27029999999996]","[1.0986328124999467, 0.6640625000001066, 1.2304687499999467, 4.238281249999893, 1.4013671874999467, 1.5771484375001066, 1.6845703124999467, 2.3730468749999467, 1.8359374999998934, 2.958984375, 3.1152343749999467, 3.3496093749999467, 1.5136718749999467, 0.91796875, 3.5693359374999467, 5.8203125, 1.6992187499998934, 4.350585937499893, 4.653320312500107, 1.9140625000001066, 4.018554687499893, 5.947265625000053, 8.569335937499893, 4.052734375000053, 1.2060546875001066, 9.360351562499947, 2.5927734375001066, 2.236328125, 2.5341796874999467, 7.661132812500107, 5.087890625000107, 1.8066406249999467, 5.732421874999893, 1.7382812500000533, 2.0605468750001066, 2.9589843750001066, 1.4257812499998934, 1.6796875, 1.93359375, 2.1826171875, 1.4306640625001066, 2.0800781250000533, 0.9082031250001066, 1.9335937499999467, 2.4121093750001066, 0.8837890625]"
39,"[2, 6, 12, 20, 25, 32, 49, 54, 58, 61, 62, 65, 66, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 99, 102, 103, 106, 109, 118, 124, 159, 174, 184, 205]","[350.0892810218978, 336.2493692307692, 334.57890526315794, 336.22121538461533, 336.10115128205126, 115.28385102040815, 336.2918234567901, 342.349, 336.21790434782605, 346.26112352941175, 336.1527, 338.96669999999995, 337.6318764705882, 336.95132780269057, 336.3458348837209, 336.79215252525256, 337.26936153846157, 540.4214727272727, 337.59324690265487, 337.47483448275864, 337.1805, 337.77388242950104, 337.3987781341108, 337.8063887640449, 358.6278428571428, 337.66524827586204, 341.3219, 337.4521387755102, 336.7978, 337.9643151898734, 336.6119, 336.3911633802817, 337.51384137931035, 336.84124303797466, 343.3456411764706, 458.74800000000005, 344.1551, 345.2273722891566, 372.6597252525253, 346.42940566037737, 305.7714666666667]","[1.3134765625001066, 5.908203125000053, 1.9970703124998934, 3.7207031250001066, 2.9052734375001066, 1.5087890625, 2.4218750000001066, 1.71875, 3.3251953125001066, 1.9189453125, 1.5722656250001066, 0.7421875000001066, 3.8427734375, 10.385742187499947, 5.483398437500053, 4.140624999999893, 3.6767578125000533, 1.3623046875000533, 6.362304687500053, 3.6425781249999467, 5.922851562499893, 10.751953124999947, 9.2236328125, 3.3398437500000533, 1.7968750000001066, 10.742187499999947, 0.9082031249998934, 12.812500000000107, 2.1679687499999467, 3.9550781249999467, 0.5419921875, 4.506835937499947, 2.1191406249998934, 1.6894531250000533, 2.9833984375000533, 1.3378906249999467, 1.9726562499999467, 4.365234375, 2.0166015624998934, 2.4658203125, 3.5302734374999467]"
40,"[5, 9, 14, 20, 52, 54, 60, 61, 62, 66, 67, 68, 70, 71, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 101, 102, 103, 108, 110, 114, 116, 118, 130, 172, 176, 180, 189]","[344.35269677419353, 346.8669574468085, 329.95368461538453, 372.03259999999995, 343.11483157894736, 335.24798734177216, 335.62796551724136, 338.04563333333334, 336.8023, 338.4807, 336.82488092909534, 337.0263, 362.31388032786884, 444.08089999999993, 337.8517818897638, 337.7114423728814, 336.7997412844037, 338.1384544715447, 336.38472535211264, 338.0802705882353, 337.09728591549293, 339.33283731343283, 337.04946349206347, 337.426352173913, 336.9031496932515, 376.4315768115942, 336.77684522613066, 337.3579620155039, 337.5686, 335.8654524590164, 335.75823118279567, 335.7755, 336.49306551724135, 343.7758222222222, 449.0540952380952, 334.39952156862745, 329.04303978494625, 325.5307909090909, 347.489164516129, 346.4888172413793]","[1.6503906250001066, 1.9921875000001066, 0.9375000000000533, 1.5087890625000533, 2.138671875, 1.6699218749998934, 1.8505859375001066, 1.5185546874999467, 1.181640625, 3.8916015625, 9.028320312499947, 7.783203125000107, 2.8955078124998934, 1.6552734374999467, 2.2167968750000533, 4.541015625000053, 7.2119140625, 1.9384765624998934, 5.268554687500107, 9.418945312500107, 4.189453124999893, -0.004882812499893419, 8.969726562499947, 9.365234375, 10.229492187499947, 2.3193359375, 9.619140625, 2.8320312499998934, 2.3291015624999467, 2.5292968749999467, 2.28515625, 3.4130859374998934, 1.5869140625000533, 3.1738281250001066, 1.9287109375001066, 1.9775390625, 2.5537109374998934, 2.2851562499999467, 2.3779296875001066, 1.0400390625]"
41,"[10, 12, 20, 25, 54, 59, 62, 65, 66, 68, 70, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 94, 96, 97, 99, 101, 103, 104, 109, 127, 164, 173, 180, 191, 192, 202, 206, 207]","[222.2856142857143, 334.8068, 338.5632666666666, 338.0681322580645, 335.57814285714284, 336.4823333333334, 336.3667179104478, 336.9383363636364, 337.3772306122449, 336.56441320754715, 338.85038421052633, 336.66041351351356, 337.4904857605178, 337.5102, 337.170204109589, 338.9899666666667, 336.8700327102804, 337.0388707070707, 338.29120566037733, 351.60553364485986, 338.1564106007067, 337.19657360594795, 337.07614736842106, 336.776081938326, 336.8248011494253, 338.57723333333337, 336.93119353233834, 337.24164854368934, 336.67732978723404, 336.50121063829783, 94.5400052631579, 378.95687216494844, 329.5324186046511, 348.7577666666666, 345.63390204081634, 351.52397272727274, 587.743010638298, 344.84319775280903, 395.5203990291262]","[2.7050781250000533, 1.3525390625000533, 0.8496093750001066, 1.8408203124999467, 3.1396484375000533, 2.0068359375, 2.0654296874998934, 4.233398437500053, 5.488281249999893, 8.232421874999893, 1.5332031250000533, 1.4599609374998934, 5.649414062499893, 1.767578125, 3.5400390625001066, 1.4892578125000533, 1.7382812500000533, 5.771484375000053, 1.5234375000001066, 5.043945312499947, 6.035156250000053, 5.498046874999893, 5.161132812500107, 10.039062499999947, 3.6962890624998934, 0.9082031249998934, 5.874023437499947, 2.7587890624998934, 9.27734375, 1.6796874999998934, 1.6162109375001066, 1.4843749999999467, 1.6015625000000533, 0.8642578125001066, 2.1484374999999467, 1.948242187500053, 2.3046875000000533, 2.7441406249998934, 1.9189453124999467]"
42,"[2, 3, 4, 6, 14, 20, 23, 41, 46, 53, 55, 59, 60, 61, 67, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 103, 108, 109, 110, 115, 116, 118, 122, 123, 124, 128, 139, 152, 171, 173, 178, 185, 216, 231]","[358.04067647058815, 335.97684285714286, 309.78215384615385, 341.9236909090909, 339.2493280373832, 336.54678867924525, 335.3881846153846, 336.2187692307693, 335.2303, 345.2283288590604, 336.85139322033893, 335.85606467661694, 337.3670000000001, 342.27118888888884, 336.94750672268907, 336.4098090909091, 370.3448666666667, 358.5493, 339.30292328767126, 336.9301894409938, 337.8110156862745, 337.657523628692, 337.9246727272727, 337.89423982300883, 336.59365964912286, 338.86132857142854, 337.42587226890754, 336.4108985915493, 337.66607435897436, 337.1427108108108, 337.1627155339806, 336.3311714285714, 337.18685380710656, 336.6121046511628, 335.75936666666666, 336.5524298245614, 335.9105654205607, 347.61032727272726, 448.01584905660377, 369.23300000000006, 334.6936538461539, 341.07191623931624, 364.51133333333337, 349.2324887573964, 338.60185, 347.7209848484848, 328.2826913580247, 354.9845862745098, 348.9394384615385, 343.25955, 335.5731684210527]","[1.2792968750001066, 1.7968750000000533, 0.7324218749999467, 2.802734375, 1.5625000000000533, 5.5224609375, 3.1787109375001066, 2.1679687499998934, 0.693359375, 2.4511718749999467, 1.6162109375001066, 2.9589843749998934, 0.8789062499998934, 2.2412109375, 13.496093749999947, 1.669921875, 2.6660156249999467, 3.3007812499998934, 1.4355468749998934, 14.570312499999893, 1.6357421875, 4.721679687499947, 3.6474609374999467, 3.813476562500106, 6.166992187500107, 1.9287109375000533, 6.933593750000053, 4.907226562500053, 10.371093750000053, 2.5927734375001066, 2.2998046875001066, 2.4023437500000533, 4.5703125, 1.8115234375001066, 1.8896484374998934, 0.9375000000000533, 2.2070312500000533, 2.5732421874999467, 1.6015625000000533, 1.1083984374999467, 2.5048828125000533, 1.748046875000053, 0.7226562499998934, 2.0654296875001066, 1.8847656250001066, 1.4111328125001066, 2.2070312499999467, 3.1982421875, 1.8945312499998934, 2.4609375000000533, 1.0351562499999467]"
43,"[3, 6, 12, 15, 17, 18, 20, 21, 28, 29, 51, 52, 54, 60, 67, 68, 71, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 105, 115, 118, 145, 165, 172, 188, 216, 235]","[335.63329999999996, 335.79079047619047, 335.3472201680672, 346.1349, 334.9907144654088, 337.23410000000007, 337.2402923076923, 343.8319368421053, 663.5854285714286, 333.7174922330097, 335.5972, 336.5353034482759, 335.24284615384613, 335.679, 338.1645823529412, 336.5049394557823, 337.1314040358744, 337.4060698113208, 336.494326984127, 336.9466846153846, 337.45062345679014, 337.0428447761194, 339.4344632653061, 339.1255892561984, 337.8790551724138, 337.08853783783786, 336.85336626506023, 338.53417777777776, 337.1558412371134, 337.3982627906977, 337.3595551724138, 338.08523414634146, 338.7424064516129, 335.3961666666667, 336.9224611940299, 406.4657857142857, 462.7630769230769, 348.21519086294416, 359.15838461538465, 329.435784057971, 349.9906260869565, 344.17756470588233, 348.66375714285715]","[0.6250000000000533, 2.24609375, 1.7529296875, 2.3681640624999467, 2.5634765625000533, 0.8349609374998934, 1.8798828125000533, 1.8505859374998934, 1.25, 2.8027343750001066, 1.1816406249999467, 3.0419921874999467, 1.8017578124998934, 0.9667968750001066, 7.006835937500107, 5.292968750000053, 4.3798828125, 10.844726562500053, 2.2509765625001066, 7.973632812499947, 9.624023437500053, 6.425781249999893, 3.5791015625001066, 1.3427734374999467, 9.492187499999893, 4.238281250000053, 2.4072265625000533, 3.0126953124998934, 2.8857421875000533, 1.416015625, 1.6308593749998934, 0.95703125, 2.1191406249998934, 2.9052734374998934, 1.1767578124999467, 3.1640625000000533, 1.1816406250000533, 2.7441406249999467, 0.8105468749999467, 2.5244140624998934, 1.6162109375001066, 2.4218750000001066, 3.0615234374998934]"
44,"[2, 3, 5, 6, 12, 18, 20, 23, 25, 52, 53, 55, 61, 62, 67, 71, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 101, 102, 103, 104, 112, 161, 171, 174, 201]","[341.6871923076924, 334.4107188679245, 332.88293333333337, 336.5097020408163, 335.4053148514852, 336.3185444444444, 338.45859999999993, 359.74651428571417, 335.0074870967742, 18.70981904761902, 335.4964074074074, 335.1619313868613, 338.0653344827586, 335.95870579710146, 336.07216341463413, 338.5209280701754, 336.466574796748, 337.65186703296706, 336.610406185567, 337.07709439252335, 338.26856595744687, 337.10354, 337.8114747967479, 336.62037407407405, 338.50663076923075, 337.1125181818182, 338.5840222222223, 338.40405384615383, 337.5872512820512, 336.8846, 341.3194076923077, 540.1665666666667, 337.8160867256637, 337.57940373831775, 336.5147903225806, 337.2543090909091, 349.82050000000004, 334.3339925373134, 346.8500571428571, -42.62224761904763]","[1.4941406249998934, 2.5439453124999467, 1.4062499999998934, 1.4453124999999467, 1.5771484374999467, 1.4160156250001066, 1.7285156250001066, 1.5185546875001066, 2.2607421875, 2.1044921875001066, 1.73828125, 4.482421874999947, 2.8369140625000533, 4.907226562499947, 5.747070312499893, 1.3964843750001066, 3.1494140625, 3.662109375, 6.479492187500053, 3.8134765624999467, 2.1484374999998934, 6.640624999999947, 3.2910156250001066, 5.439453125, 1.3867187500000533, 2.0166015625, 0.5859374999998934, 1.5332031250000533, 0.8496093750001066, 3.0810546875001066, 0.7177734374999467, 1.3183593750001066, 1.8750000000000533, 3.0371093750001066, 1.7871093750001066, 2.0654296875000533, 2.0166015625000533, 2.0849609375000533, 1.2646484375001066, 1.2255859375000533]"
45,"[3, 8, 18, 20, 21, 25, 59, 61, 62, 65, 67, 70, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 104, 105, 106, 113, 115, 118, 130, 143, 153, 162, 169, 171, 172, 173, 179, 194, 203]","[337.2108168831169, 336.4837, 335.9204157894737, 341.1064666666666, 346.8627172413793, 335.6340593495935, 338.25823076923075, 336.8938789473684, 337.6083952380952, 337.43230000000005, 336.5777886075949, 338.0862873015873, 336.52747877813505, 337.9162228346457, 336.49609928057555, 336.04943953488373, 339.00799512195124, 337.2717156862745, 336.5645819548872, 337.6876043478261, 339.1767161849711, 337.76931489361704, 337.58792222222223, 338.36723080939953, 339.99586666666664, 336.7951949579832, 337.1425838709677, 337.2969967741936, 336.3019043478261, 337.1314310344828, 341.99469999999997, 337.0065407407408, 335.8302347305389, 335.4893947368421, 449.1361403508772, 346.6697176470588, 351.50293529411766, 371.0038, 349.1241909090909, 380.29534615384614, 349.7621, 348.77278888888895, 349.7231851851852, 379.24487741935485, 345.42005, 334.4964267605634]","[2.5585937500001066, 1.5771484374998934, 1.0546875, 1.9433593750000533, 1.0595703124999467, 2.0703124999998934, 2.1142578125001066, 2.0947265624998934, 0.6689453124999467, 2.9541015625001066, 3.3056640624998934, 2.5927734374998934, 10.307617187499893, 3.2763671874999467, 4.423828125000107, 4.707031249999893, 2.373046875, 5.249023437499947, 5.278320312500053, 5.087890625, 3.3105468749998934, 3.2275390624999467, 4.619140625000053, 5.947265624999893, 2.2509765625000533, 14.531250000000055, 2.3242187500000533, 1.5771484374999467, 4.316406249999893, 2.5097656250000533, 1.8896484375, 2.0849609374999467, 2.3388671874999467, 1.9628906250001066, 1.0986328124999467, 2.1826171875000533, 0.5712890624999467, 3.02734375, 3.2714843750001066, 1.9140624999999467, 1.1474609375001066, 1.6503906249998934, 2.7197265625000533, 2.1435546874999467, 2.1630859374998934, 1.8457031249998934]"
46,"[0, 3, 8, 9, 12, 13, 18, 23, 25, 39, 49, 53, 60, 65, 66, 67, 68, 70, 71, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 101, 103, 104, 110, 116, 118, 122, 127, 128, 131, 144, 159, 172, 209, 218, 240]","[343.8649130434782, 335.56831538461535, 336.70187313432837, 348.2242786885246, 335.3873660377359, 335.20463333333333, 338.4053, 336.2445974683544, 335.4917530612245, 343.0190476190477, 337.4100870967742, 336.21280952380954, 335.3038275862069, 336.40753582089553, 411.0978724137931, 336.65038503937006, 337.10172857142857, 338.39327142857144, 339.01271369863014, 337.8207181818182, 337.58632903225805, 337.9496606557377, 338.5358, 337.59354347826087, 337.0539768707483, 337.9793158730159, 339.12207532467534, 340.09681764705886, 336.8507495225102, 339.993194117647, 338.39922597402597, 336.72938102766796, 337.0376108433735, 377.3586512820513, 336.4361666666667, 335.0110454545454, 337.73007058823526, 447.546, 336.6585555555555, 348.65561428571425, 366.4014322580645, 346.0451888888889, 343.10094285714285, 344.8899060606061, 352.44961428571423, 329.9217054263566, 343.90967826086955, 338.7822333333333]","[1.7919921875, 1.3525390625000533, 0.9570312499998934, 2.1923828125001066, 1.728515625, 1.2548828124999467, 1.7431640624999467, 3.0224609375, 0.7373046875, 1.1572265624998934, 2.0117187500001066, 1.474609375, 1.7968749999999467, 6.406249999999893, 2.2460937500000533, 7.338867187499947, 4.838867187500107, 0.5908203124999467, 1.2109375000001066, 2.2949218749999467, 5.605468750000053, 2.1875, 2.6953125, 3.1103515625, 9.311523437500107, 3.0859374999999467, 4.790039062499893, 0.6347656249998934, 16.337890625000057, 2.0947265624998934, 7.636718749999893, 7.778320312500107, 1.2548828125000533, 1.9921874999999467, 2.5244140625001066, 1.6113281250001066, 0.9375000000001066, 1.9628906250001066, 1.6210937500001066, 1.2451171875000533, 1.4453125000000533, 2.4072265625, 0.7812499999999467, 2.3242187499998934, 2.0654296875, 2.2119140625000533, 1.9091796875, 0.9423828125001066]"
47,"[2, 3, 5, 6, 8, 20, 27, 39, 54, 55, 60, 61, 65, 66, 67, 68, 70, 71, 73, 74, 75, 78, 80, 81, 85, 86, 87, 88, 94, 96, 97, 99, 101, 102, 103, 104, 110, 111, 115, 117, 149, 152, 157, 159, 172, 176, 180, 182, 187, 218]","[335.62449999999995, 336.64606734693876, 375.65702857142855, 336.2636731707317, 335.79935714285716, 337.26326666666665, 335.9196813559322, 342.1039999999999, 335.70300000000003, 335.8558, 339.96956603773583, 372.8828405405405, 339.83387808219175, 338.66098571428574, 337.10340229007636, 336.81934347826086, 338.2243172248804, 367.0862517241379, 336.87359387755106, 336.05587164179104, 336.35789898477157, 339.0169034482759, 337.46909813084113, 338.6798, 338.5413309278351, 338.0145024734982, 337.38221515151514, 337.1008825688074, 337.6295165467626, 336.42907340823973, 337.31159438202246, 337.5837918918919, 336.74024482758625, 336.06525240641713, 337.42923157894734, 337.47121428571427, 338.40359859154927, 336.31340000000006, 335.27919230769226, 336.23981685393255, 350.07766666666663, 346.08093582089555, 346.64799436619717, 346.5782502762431, 328.1105666666667, 349.48836666666665, 351.91760602409636, 346.9196692307692, 343.51590175438594, 350.6890571428572]","[2.0312500000001066, 2.3828125000001066, 1.0400390625001066, 4.833984374999947, 1.5869140624999467, 1.2011718750001066, 2.3925781250000533, 0.8251953125000533, 1.2499999999999467, 2.2509765625000533, 2.3339843749998934, 2.0947265625001066, 1.3623046874998934, 0.9716796874999467, 22.270507812499893, 11.46484375, 3.2958984375, 1.7236328125, 5.869140624999947, 4.379882812500053, 13.8720703125, 2.1484374999999467, 10.957031249999947, 6.582031250000107, 4.863281249999947, 4.409179687500107, 2.6708984375, 6.181640624999947, 5.454101562499947, 4.360351562499947, 1.4648437500000533, 1.2646484374999467, 1.7724609375, 4.1748046875, 1.5771484375000533, 5.019531250000053, 1.9531249999998934, 0.8593749999999467, 1.0302734375000533, 1.5820312499999467, 1.2548828125000533, 2.1923828124998934, 1.8457031250001066, 4.155273437500107, 1.2988281249999467, 2.5878906250000533, 2.9345703125000533, 1.8798828124999467, 1.0986328124999467, 1.7333984374999467]"
48,"[5, 6, 8, 10, 15, 21, 29, 42, 50, 53, 54, 58, 59, 60, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 101, 102, 103, 104, 109, 111, 115, 128, 130, 152, 161, 171, 195, 206, 208, 218]","[333.8483350427351, 336.51674285714284, 335.6573510638298, 343.7069588235294, 346.89703333333335, 331.0538386554622, 333.8028010989011, 344.6257727272727, 335.3929925925926, 336.47566666666665, 335.31386486486485, 340.5386, 343.7906901408451, 336.45628, 336.3364142857143, 338.47954353741494, 337.70210419580417, 337.6110533834586, 336.75230084388187, 337.3782548387097, 337.81579006211183, 337.93701428571427, 338.785653372434, 337.258056561086, 337.33058787878787, 364.51653255813955, 338.4628358974359, 337.09507158469944, 336.8434666666667, 340.0062636363636, 337.62914366197185, 336.6011673469388, 337.2496, 340.43561428571434, 397.85423636363635, 337.0062, 337.6335, 336.97130869565217, 335.0715818181818, 335.32932945736434, 342.6404, 127.95109295774647, 339.4747666666667, 347.10514516129035, 346.4015566037736, 344.018456097561, 377.90666315789474, 346.6585693693694, 350.93019999999996]","[2.2021484374999467, 1.7041015625000533, 1.5966796874998934, 1.4550781249999467, 2.0312500000001066, 2.2070312499998934, 2.4853515624999467, 0.8300781250000533, 1.8359375000000533, 1.9628906250000533, 1.669921875, 2.7978515625000533, 2.2558593749998934, 1.8408203124999467, 8.0029296875, 3.4130859375, 2.2412109374999467, 1.6748046875000533, 8.994140625, 4.370117187499893, 7.958984374999893, 3.9697265625, 5.781250000000053, 5.097656249999893, 1.6064453125000533, 1.7822265624998934, 4.423828124999947, 6.152343749999947, 10.014648437500107, 0.7080078124999467, 4.487304687499893, 16.196289062499943, 2.5781250000000533, 1.5722656249999467, 1.0839843750001066, 1.2158203125001066, 0.9375, 2.3046875000000533, 1.9677734375001066, 2.1386718750001066, 1.9189453125, 1.9189453125001066, 1.3427734374999467, 1.4599609374998934, 1.9824218749998934, 1.5087890624998934, 1.484375, 2.8515624999998934, 0.9033203125001066]"
49,"[2, 6, 13, 17, 25, 41, 51, 53, 54, 58, 62, 65, 67, 68, 70, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 101, 102, 108, 110, 113, 116, 117, 122, 145, 153, 155, 173, 191]","[337.89950000000005, 344.38307457627116, 335.47879685534593, 185.86533150684932, 365.9479888888889, 344.82000000000005, 65.55020000000002, 335.82233333333335, 335.0781262135922, 336.972664516129, 336.15125238095237, 336.1979258064516, 337.25905820895525, 336.36353076923075, 339.1164894736842, 338.09454227642277, 337.09090000000003, 354.3629659574468, 337.67855274725275, 337.20041538461544, 337.188615942029, 336.7990268907563, 337.7372019607843, 337.88958, 338.1811125748503, 337.7512882352941, 336.7221384094755, 339.69249459459456, 337.53295510204083, 337.3879941747573, 337.54107849462366, 337.16903043478266, 337.6627951219512, 336.8920365853659, 361.8840294117647, 341.88243870967744, 337.37685581395345, 343.0576243243243, 350.6794705882353, 680.5401165467625, 347.3386101265823, 347.8937263157894, 328.54295867768593, 344.19674871794876]","[2.1289062499998934, 0.6494140625000533, 2.4462890624999467, 1.884765625, 1.708984375, 1.8896484374999467, 0.6054687499999467, 2.041015625, 1.5771484375, 1.8115234375001066, 0.9423828124999467, 5.4443359375, 1.2744140624998934, 3.4277343750000533, 2.7783203124998934, 2.6318359375000533, 8.837890624999947, 2.0263671875, 4.565429687500053, 1.7382812499999467, 5.112304687499893, 5.732421875000053, 3.9160156250001066, 3.9404296874999467, 2.0703125000000533, 3.57421875, 16.049804687500053, 1.9580078125001066, 7.451171874999947, 10.463867187499947, 3.3789062500000533, 3.7255859375, 2.7734374999998934, 2.666015625, 1.787109375, 2.6562500000000533, 3.4863281250001066, 1.7822265625000533, 2.7685546875000533, 2.220703125000023, 2.5244140624999467, 0.8398437500000533, 2.0507812499999467, 1.7626953124999467]"
