,digitPMTID,digitTime,digitCharge
161,"[3, 6, 9, 13, 17, 20, 25, 58, 59, 60, 61, 62, 66, 67, 70, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 106, 107, 108, 109, 112, 133, 147, 148, 149, 208, 215, 234]","[335.667906185567, 336.4474, 347.6164285714285, 345.4736859649123, 347.3013022556391, 336.03260000000006, 333.0644333333333, 338.3562, 337.95221839080455, 336.0375185185185, 336.09938029197076, 341.8010692307692, 369.9157980392157, 336.92580204081634, 390.4724777777777, 351.8100636363637, 338.30168260869567, 337.60570851063835, 354.9538363636363, 336.8229129032258, 338.31148627450983, 338.7604999999999, 338.59765365853656, 337.0318813953488, 337.62822899408286, 338.77622352941177, 337.15593076923074, 337.4057344262295, 336.7902955414013, 335.68399047619044, 373.3092052631579, 337.5809448275862, 337.18059999999997, 337.72376610169493, 337.9701, 334.7855000000001, 339.61650952380955, 50.61940000000003, 346.56399999999996, 346.18126666666666, 387.7121052631579, 351.91072093023257, 346.4710181818182, 335.54471834862386, 335.71540000000005]","[1.9189453125000533, 0.8886718749999467, 2.3632812500000533, 1.8017578125, 2.2265625000001066, 0.9667968749998934, 0.8105468750001066, 2.4072265624998934, 1.2255859375001066, 3.8867187499998934, 4.0771484375, 2.3632812500000533, 2.8222656250001066, 7.5390625, 2.7050781250001066, 2.2167968749998934, 2.0556640624999467, 3.5791015624998934, 1.1767578125001066, 2.2509765625000533, 1.8994140625, 1.5136718750001066, 4.916992187500053, 3.4472656250001066, 5.683593749999893, 1.7236328125, 2.2460937500001066, 13.598632812500053, 3.02734375, 1.1425781250000533, 2.2021484374998934, 1.77734375, 1.0351562500001066, 1.6259765625, 2.55859375, 1.1621093749998934, 1.9042968750000533, 1.0156249999998934, 1.7773437500001066, 1.8945312500001066, 0.8642578124999467, 1.0546875, 2.4755859375000533, 2.1582031249999467, 1.0937499999998934]"
162,"[2, 20, 29, 42, 54, 55, 58, 61, 62, 67, 71, 73, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 104, 110, 111, 116, 152, 159, 165, 178, 195, 223]","[378.57130722891566, 337.33389729729726, 367.58540943396224, 335.92821428571426, 394.7647894736842, 346.85294285714286, 341.21459999999996, 336.3819330275229, 351.7189956521739, 336.4966574468085, 338.43370000000004, 336.806931496063, 336.50186277056275, 339.2486358208955, 337.03664457831326, 336.82779999999997, 337.6587861878453, 337.91405, 337.9323019607843, 337.27635656565656, 337.0196260869566, 338.24005714285715, 337.1423454545455, 337.12453589743586, -86.28939999999984, 336.5590242424242, 337.73895454545453, 336.1005, 336.94120487804884, 401.85384691358024, 673.9859313253012, 346.79201493212673, 328.00675, 129.29308300653594, 344.49803333333335, 440.33165652173915]","[3.1542968750001066, 2.9101562500001066, 2.1728515625, 3.6865234375001066, 2.3876953125, 2.6708984375, 1.8701171875, 3.4228515625001066, 1.9482421875000533, 5.8642578125, 1.6943359374999467, 6.806640625000107, 6.660156250000107, 1.3476562500000533, 8.0517578125, 7.260742187500107, 3.5742187499999467, 1.2109375000001066, 3.671875, 14.960937500000107, 5.986328124999947, 3.4228515625000533, 11.250000000000053, 7.583007812499947, 7.802734374999947, 1.8505859375000533, 8.671874999999947, 1.5234374999999467, 1.4990234374998934, 1.7919921875001066, 2.020507812499943, 5.659179687500107, 2.7734375000000533, 3.515625, 1.7285156249998934, 3.0566406250000533]"
163,"[2, 5, 6, 18, 21, 58, 60, 61, 63, 65, 66, 68, 72, 73, 74, 78, 80, 81, 83, 86, 87, 88, 94, 96, 97, 101, 103, 104, 106, 107, 108, 110, 113, 123, 131, 172, 180, 193, 215]","[377.5816621621622, 333.6400827586207, 335.30459999999994, 337.0307666666666, 347.84939512195126, 336.2042, 336.5571818181818, 339.93928113207545, 338.8551580645161, 337.42706363636364, 337.20223526970955, 336.01662258064516, 350.6682333333333, 337.87750465116284, 336.82843008849557, 338.15246666666667, 336.3738333333333, 336.87785504587157, 345.65860769230767, 338.02147582938386, 337.4555157248157, 336.8199463414634, 337.0926345549738, 337.6091559322034, 337.05133076923073, 337.32387590361446, 335.2223471264368, 335.96613157894734, 336.71691111111113, 336.8429648648649, 336.12144326241133, 335.15677118644066, 335.0844421052631, 334.29550000000006, 361.0711051948052, 346.0310428571429, 347.4990999999999, -111.22370000000001, 341.1834751937985]","[2.2607421874998934, 1.7626953125001066, 0.9765625000000533, 2.9541015625001066, 1.4208984374999467, 1.9482421874999467, 1.66015625, 2.2314453125001066, 2.5195312500001066, 2.5781250000000533, 4.565429687500053, 2.5927734374999467, 5.439453125000107, 2.4853515624999467, 4.086914062500053, 6.542968749999893, 3.2958984375000533, 5.244140624999947, 3.3300781250001066, 3.4033203124999467, 10.4296875, 7.373046874999893, 5.458984374999893, 7.036132812500053, 3.7402343750001066, 6.9140625, 2.0947265624999467, 2.05078125, 2.1484374999999467, 2.3095703125001066, 3.828125, 3.3886718750001066, 1.4404296875000533, 2.0605468749999467, 1.2451171874999467, 2.3925781249999467, 2.3046875000001066, 2.3779296875, 3.037109375]"
164,"[3, 5, 6, 7, 12, 14, 18, 20, 25, 49, 51, 53, 59, 60, 61, 62, 65, 66, 67, 68, 72, 73, 74, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 103, 104, 105, 106, 108, 110, 115, 117, 145, 164, 174, 180, 192, 194, 228, 236]","[341.67938831168834, 348.37131428571433, 335.51959999999997, 449.5498230769231, 335.37613884297525, 405.5275857142857, 372.73886190476185, 336.5285999999999, 337.4299235294118, 336.66253333333333, 345.47078823529415, 335.45019402985076, 337.87384076433125, 337.4475106382979, 337.85889574468086, 337.17451052631577, 338.6285775510204, 337.31591739130437, 391.1534450980392, 336.91765135135137, 337.3869, 337.9174142857143, 336.36994025974025, 338.87986504065043, 336.7611779661017, 336.99611372549015, 337.8502296187683, 338.5777301675978, 338.24623534136543, 337.3034659574468, 337.3918775193798, 339.07044901960785, 337.01565454545454, 337.29090679611653, 336.92794033613444, 337.64484117647055, 336.8288285714286, 336.61175702479335, 337.4303254901961, 336.6335, 339.4630870967742, 337.3945378640777, 336.30230000000006, 336.26554504504503, 335.4952894736842, 348.6037, -85.62648571428574, 347.36070322580645, 346.9036341085271, 346.2455827586207, 343.17170000000004, 345.63408571428573, 349.69179811320754, 347.1933188679245]","[1.6748046874998934, 0.9033203124999467, 1.6601562500000533, 2.3339843749999467, 4.1357421875, 2.5830078124999467, 1.9531250000000533, 0.9179687500001066, 1.5917968749998934, 2.6806640624998934, 2.5488281249998934, 1.689453125, 2.3828125, 5.419921875, 1.7382812499998934, 1.6796875, 1.1523437499999467, 6.123046874999893, 2.8369140625000533, 8.627929687500053, 2.548828125, 3.6279296875000533, 4.541015625000053, 1.6162109375000533, 8.505859374999947, 5.048828125000107, 6.914062500000053, 2.2314453124999467, 4.643554687500107, 4.375, 8.0908203125, 1.2499999999999467, 4.677734374999947, 11.528320312500053, 2.3486328124998934, 2.3730468750001066, 4.355468749999947, 5.375976562500107, 7.4951171875, 3.0712890624998934, 1.7968749999999467, 3.0273437499998934, 1.3378906249998934, 2.1337890624999467, 1.4794921874999467, 1.6308593749998934, 2.2460937500001066, 1.6210937500000533, 2.8369140624999467, 2.6220703125, 0.7812499999999467, 2.5195312499998934, 2.919921875, 1.8212890624998934]"
165,"[3, 12, 13, 14, 17, 18, 20, 25, 52, 54, 60, 61, 62, 66, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 88, 94, 96, 97, 103, 107, 119, 153, 157, 159, 163, 164, 168, 185, 206, 210, 214, 219]","[336.1949727272727, 335.3489100917431, 339.663129787234, 329.76857027027023, 345.1263872611465, 335.784137735849, 336.8891, 412.2911, 335.5797, -124.63899999999988, 337.44290243902435, 336.1332565217391, 335.97918888888887, 337.82693188405796, 339.61482173913043, 338.30303333333336, 336.2479909090909, 336.32053934426233, 337.7662, 336.6998185185185, 425.7649891891892, 337.68910759493673, 337.83792716763, 337.92443333333335, 338.29363333333333, 339.08161052631584, 337.6491513513514, 338.2527862068966, 344.32466274509807, 337.85144782608694, 336.7812464646465, 355.4781, 344.9626, 348.0663581395349, 350.69327441860463, 426.8457948453608, 422.52277872340426, 348.90027524752475, 346.93258823529413, 346.6160395348837, -8.205711111111128, 346.6820888888888, 341.7933195876289, 335.64339999999993]","[2.8320312500001066, 1.6455078125001066, 0.8349609374999467, 1.2695312500001066, 2.3193359374998934, 5.786132812499947, 1.1914062500000533, 1.1816406249999467, 1.4257812500001066, 3.1201171875000533, 1.8310546874998934, 5.214843749999893, 2.5146484375, 1.6748046875000533, 1.3623046875001066, 1.71875, 1.6699218749999467, 2.4658203125, 3.5156249999998934, 7.436523437500107, 1.5283203124998934, 7.59765625, 6.127929687500107, 2.1728515624999467, 1.7236328125, 0.6054687499998934, 8.725585937499947, 1.4355468749999467, 4.7607421875, 5.5126953125, 1.7187499999998934, 0.6835937500001066, 1.0302734374999467, 2.2460937499999467, 2.5878906249999467, 3.1298828125000533, 2.0312499999999467, 2.6025390625000533, 1.4990234374999467, 2.0800781250000533, 2.1826171875001066, 0.8447265625001066, 1.9531249999998934, 2.0507812500001066]"
166,"[8, 9, 12, 13, 18, 20, 23, 51, 52, 60, 61, 65, 67, 71, 72, 74, 75, 80, 81, 85, 86, 87, 88, 94, 96, 101, 102, 103, 104, 109, 113, 115, 116, 117, 118, 125, 144, 152, 171, 195, 216, 236]","[342.76829487179486, 331.3194615384615, 343.97252815533983, 335.7151620689655, 335.99055569620253, 337.3342623376623, 334.22479999999996, 371.75875670103096, 335.55095, 335.9126842105263, 344.2555394366197, 337.35700769230766, 336.4013010928962, 337.2818428571429, 337.86167551020407, 338.1779777777778, 336.6465, 337.30698829431435, 338.32669361702125, 338.5307433497537, 338.3431777777778, 339.45580067114093, 336.6873445544554, 338.45275555555554, 336.5900459893048, -175.37009999999998, 337.07432093023255, 335.9703313432836, 354.5310438596491, 341.5217196078431, 338.3039636363636, 335.74429999999995, 343.5158641509434, 344.14608350515465, 455.2348051948052, 343.58261176470586, -62.725342857142884, 360.2257, 346.57916666666665, 344.61257096774193, 343.25300000000004, 505.54029999999995]","[1.3671875000000533, 1.8310546875, 2.2607421875, 0.8251953124999467, 1.6259765624998934, 1.7382812499999467, 3.4423828125001066, 2.1826171874998934, 3.4667968750001066, 1.8017578125, 1.8408203125001066, 7.041015624999893, 7.3681640625, 1.9091796874998934, 4.243164062499893, 6.435546875, 2.0947265625000533, 8.647460937500053, 4.238281249999947, 2.9394531250001066, 6.113281250000053, 2.8564453125000533, 2.3046874999999467, 6.455078125000107, 3.4765624999999467, 4.08203125, 1.9824218749999467, 2.9248046874999467, 2.1728515625, 1.5136718749999467, 2.5341796875, 1.6308593750001066, 1.8652343749999467, 3.8378906249999467, 4.584960937500053, 3.9746093749998934, 1.2304687500001066, 2.0410156249999467, 1.1962890625, 2.3730468749999467, 1.9873046874998934, 1.4746093750001066]"
167,"[3, 17, 21, 25, 26, 39, 52, 54, 59, 60, 62, 63, 65, 66, 68, 70, 71, 72, 73, 74, 75, 78, 80, 81, 85, 86, 87, 88, 91, 94, 96, 97, 102, 110, 111, 117, 118, 125, 139, 144, 159, 172, 183, 216]","[335.73310540540535, 332.97616470588235, 344.95258461538464, 335.40416024096385, 348.98943076923075, 165.74666666666664, 335.63674545454546, 335.8626842105263, 336.1017559055118, 336.64205084745765, 336.7873212765958, 451.9582271028038, 337.01651818181824, 337.0049268041237, 336.23851818181816, 338.6511, 339.144994117647, 337.3207461538462, 337.2367461538462, 337.83837204301074, 336.34341267605635, 337.39340000000004, 337.11653305785126, 337.3758677966101, 339.18696666666665, 361.9296448979592, 336.9372017667844, 337.3734666666667, 337.69235544554454, 337.40139834710743, 336.454793006993, 337.09476917293233, 337.0467038961039, 334.96389622641505, 335.9050666666667, 335.4444111111111, 449.11739130434785, 343.51710070921985, 354.96269411764706, 344.55305373134325, 343.9003588235294, 346.02139999999997, 340.13719514563104, 334.87300000000005]","[1.8652343750001066, 1.6357421875000533, 2.7929687500001066, 1.3671875000000533, 1.8164062500001066, 1.46484375, 4.658203125000107, 1.9238281250000533, 2.2900390625, 3.925781249999894, 1.6796874999999467, 2.2851562499999467, 2.6562499999999467, 2.6171875, 8.662109374999947, 1.4892578125000533, 0.8447265625000533, 2.6025390624999467, 4.653320312500053, 6.5234375, 6.249999999999947, 1.7480468749999467, 6.435546874999893, 4.140625000000053, 1.1865234375001066, 1.376953125, 9.189453125000107, 1.2939453125, 2.4560546875, 5.395507812499947, 2.7587890625000533, 4.702148437500053, 7.797851562499947, 1.3378906250001066, 1.7187500000001066, 1.1816406250000533, 1.8115234375, 2.6318359375001066, 2.1240234374998934, 1.0791015625, 5.126953125000053, 5.117187499999947, 1.4208984374998934, 1.6308593749998934]"
168,"[0, 12, 13, 20, 22, 23, 24, 28, 29, 52, 58, 60, 61, 63, 66, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 94, 96, 99, 102, 103, 104, 108, 109, 110, 112, 113, 116, 122, 124, 128, 160, 187, 194, 234]","[344.3481428571428, 338.15888955223886, 335.00205862068964, 338.7631882352941, 334.6478, 337.76789677419356, 442.11870701754384, 304.07876190476185, 344.0667571428571, 335.39957931034485, 336.29483529411766, 335.6695454545454, 336.12637079646015, 337.96745598455595, 337.4309105263158, 336.4370539445629, 336.022704494382, 337.83802781954887, 338.58942631578947, 337.22134503816795, 336.83372774566476, 337.88019024390246, 337.2509303797468, 337.6726450704225, 338.20427101449275, 337.38252222222224, 337.72865628140704, 336.8151613899614, 336.9678, 337.01475714285715, 336.48259999999993, 337.0650931506849, 336.78225, 343.5482169811321, 336.6540114754098, 336.6221, 341.9263387755102, 336.0367803278689, 343.58026666666666, 334.3668961038961, 341.77195483870963, 344.39000683760685, 335.4101363636363, 400.2421565217391, 341.32142711864407, 411.56980000000004]","[0.8691406250000533, 1.8115234374999467, 2.8466796875, 1.5429687499999467, 2.08984375, 1.4257812500000533, 1.8994140625000533, 1.8505859375000533, 4.785156249999893, 2.4316406249998934, 2.3144531249998934, 2.1923828125001066, 2.5585937499998934, 4.4775390625, 1.9287109374998934, 9.082031249999893, 8.789062499999947, 2.3193359375, 2.6757812500001066, 8.803710937499893, 5.893554687499947, 3.1787109374998934, 10.332031249999893, 4.658203124999947, 3.330078125, 2.2998046875, 6.103515625000107, 5.483398437499947, 9.2578125, 3.466796875, 1.5820312500001066, 4.921874999999947, 2.177734375, 2.0947265624999467, 1.650390625000053, 2.0312499999999467, 1.6552734375, 0.9765624999998934, 2.7685546875000533, 2.509765625, 2.1386718750001066, 1.9433593749998934, 1.1328125000001066, 1.69921875, 1.6503906249998934, 0.7128906249999467]"
169,"[0, 12, 13, 17, 18, 23, 25, 27, 60, 61, 65, 66, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 102, 103, 107, 108, 115, 117, 136, 142, 148, 170, 171, 173, 180, 189, 203, 206, 209, 214]","[310.7494615384615, 334.5731636363636, 335.8339902654867, 336.9141313432836, 335.7982481481481, 336.1818389610389, 335.34819090909093, 349.18121860465124, 336.97373684210527, 336.0882154929577, 336.43097118644073, 337.7752033112583, 336.56855165562916, 337.6665098159509, 337.0478090909091, 337.027175862069, 338.0757510204082, 337.14794596273293, 340.80740493827165, 338.14203846153845, 336.7861315508021, 371.87051052631574, 337.65839523809524, 338.6454, 337.5135571428571, -130.35820000000038, 338.86856666666665, 337.20460594059404, 336.85330458715595, 336.9853857142857, 337.00914137931034, 337.5486487804878, 337.18548888888887, 336.5449292682927, 336.500476744186, 335.37634848484845, 336.08845151515146, 351.80836097560973, 345.39414736842105, 348.3039622641509, 347.4818888888889, 340.1901470588236, 327.5172, 347.5172333333333, 346.4800346938776, 380.3149226415095, 346.2108915254238, 98.54757894736842, 334.0593898305085]","[1.19140625, 0.7421875000001066, 3.1201171874999467, 2.1093749999998934, 3.0957031249999467, 3.9355468750001066, 2.3486328125001066, 2.4511718749998934, 0.9130859375001066, 2.3681640625, 3.0859375000000533, 5.209960937499893, 5.800781249999893, 2.1582031249998934, 4.702148437499947, 7.778320312499947, 4.780273437499947, 7.211914062499947, 0.7275390625000533, 7.807617187499947, 6.547851562500107, 2.4755859375000533, 3.3349609375001066, 9.145507812499893, 7.490234375000107, 3.4423828124998934, 2.2753906250000533, 5.058593749999893, 4.790039062499893, 5.898437499999893, 5.244140624999893, 2.666015625, 2.4951171875001066, 1.4501953124998934, 1.4013671875001066, 1.7138671875, 1.4892578125000533, 1.7626953124999467, 1.0937499999999467, 2.2460937500000533, 1.5917968750000533, 1.0693359374998934, 3.2666015624999467, 1.1572265624999467, 1.3671874999999467, 2.1630859374998934, 1.1718749999999467, 2.1289062499998934, 1.4208984375]"
170,"[2, 3, 12, 13, 20, 27, 52, 66, 68, 71, 73, 74, 75, 80, 81, 83, 86, 87, 88, 91, 94, 96, 101, 102, 103, 104, 110, 115, 118, 136, 162, 169, 174, 235]","[260.18350000000004, 336.15584814814815, 334.3479627906977, 369.49384545454546, 336.7070761904762, 335.6839428571428, 336.22664444444445, 339.32570000000004, 336.00277058823525, 337.2995666666667, 337.1933680851064, 338.11393333333336, 336.7394385281385, 337.63344117647057, 337.8201870967742, 337.7522259259259, 337.4703824561404, 342.95922713178294, 337.14625714285717, 340.5269909090909, 339.83421408450704, 336.6790195121951, 339.5221352941177, 341.6316084033613, 338.13813846153846, 336.777906779661, 335.2525000000001, 335.719119047619, 450.53846153846155, 346.090998019802, 355.158320338983, 347.38360526315796, 347.43719999999996, 340.1472529411765]","[1.0986328124998934, 1.1669921875, 1.6455078125, 0.9326171874998934, 1.1572265625, 2.0312499999998934, 1.3378906249999467, 1.6064453124998934, 2.3193359375001066, 2.0507812500001066, 4.072265625, 6.445312500000053, 9.814453124999947, 6.333007812500107, 4.619140625, 5.336914062499893, 3.7890624999998934, 2.8759765625001066, 5.390625000000107, 1.6796875, 1.8896484375001066, 6.953125000000107, 1.6894531250000533, 6.406249999999893, 2.1337890624999467, 4.51171875, 0.5029296874998934, 3.0371093750000533, 1.4111328125, 1.2499999999998934, 1.0498046875000533, 1.5087890624999467, 1.8017578125001066, 4.384765625000107]"
171,"[12, 13, 18, 25, 32, 62, 66, 67, 68, 70, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 105, 107, 108, 110, 114, 115, 116, 123, 160, 167, 184, 208, 234]","[342.7471225806452, 335.3953655737705, 336.0131476190476, 345.16066028368795, 332.7108161290322, 337.58521525423726, 337.0684777777778, 336.71634593301434, 336.6387137931034, 338.7728481481481, 338.03696451612905, 336.3913822660099, 337.51578979591835, 338.9118, 336.9497747252747, 336.7759791044776, 371.1196333333333, 339.45924873949576, 337.4166813084112, 336.6516113207547, 337.127135483871, 336.6328187265918, 337.2263452830189, 338.8342373493976, 336.51662150537635, 336.8912996466431, 336.5502123287671, 338.7966834710744, 337.477612195122, 335.30016666666666, 336.89003271028037, 342.3252428571428, 334.4592419354839, 335.76607311827956, 336.61806603773584, 348.132254385965, 380.7379169491526, 347.70450000000005, 334.67188656716417, 335.07984444444446]","[1.9335937499999467, 1.8652343750001066, 2.001953125, 2.3193359374998934, 2.0605468750000533, 1.7626953125, 4.179687500000053, 7.265625000000053, 4.360351562500107, 0.5664062500001066, 1.9873046875001066, 4.794921874999947, 1.2548828124999467, 1.9873046874998934, 8.613281249999893, 3.9794921875001066, 1.923828125, 5.512695312500107, 4.1015625, 6.5966796875, 2.0263671875, 5.727539062499947, 2.2314453125, 2.2314453124999467, 5.161132812500107, 5.419921875000107, 2.0800781250001066, 1.8603515625000533, 1.38671875, 2.08984375, 3.2763671874999467, 2.2509765624999467, 1.806640625, 2.7001953125001066, 1.8603515625, 1.7236328124998934, 3.4179687499999467, 0.6249999999999467, 1.7431640625001066, 0.7373046875]"
172,"[2, 8, 18, 20, 26, 62, 66, 67, 68, 72, 73, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 107, 108, 113, 117, 151, 163, 169, 173, 180, 185, 201, 214, 215, 228]","[335.7252777777778, 342.92983333333336, 336.4810565217391, 336.70235757575756, 336.4907747126437, 335.90896666666663, 336.95565412844036, 337.5498304347826, 336.72005, 337.8467742138365, 337.5389, 337.91404760383386, 337.1816895705522, 337.36854020100503, 337.8970928416486, 339.96403195876286, 337.4471376068376, 337.73673534743205, 336.98678465608464, 337.8196823529412, 340.1416037037037, 338.74112814371256, 336.6075146932953, 337.1567, 336.68700791366905, 336.6695285714286, 339.5210471698113, 336.0482896551724, 365.9762268292683, 351.91142881355927, 345.29632173913046, 347.7009805194805, 328.72864935064933, 23.7279253968254, 344.4844648854962, 338.7711157894737, 334.6781276595745, 341.98555714285715, 344.4281]","[1.6552734374999467, 3.4082031249998934, 2.6220703125, 4.458007812500053, 2.0947265624998934, 1.7822265625001066, 3.7597656250000533, 3.4716796874999467, 2.4902343749999467, 4.389648437499893, 9.575195312500107, 6.201171875000053, 3.1640625, 4.912109375000053, 8.906249999999947, 3.0029296874998934, 2.1484375000001066, 6.5283203125, 8.3984375, 4.057617187499893, 2.4169921875, 2.1337890625000533, 14.594726562500055, 4.228515625, 2.8955078125000533, 0.5859375, 2.1240234375001066, 1.7187500000001066, 2.6660156249999467, 1.1767578125000533, 2.2753906250000533, 2.6708984374999467, 1.455078125, 2.5488281249998934, 2.5927734374998934, 2.0654296874999467, 1.8798828125000533, 1.2939453124998934, 2.8369140625]"
173,"[6, 25, 54, 59, 62, 66, 67, 68, 72, 73, 74, 75, 80, 83, 85, 86, 87, 88, 91, 97, 102, 103, 104, 106, 107, 108, 109, 110, 111, 116, 118, 124, 131, 194, 206, 240]","[336.97635438596495, 343.6715137931035, 337.37056862745095, 336.73388888888894, 335.78464782608694, 336.7867, 337.3692340314136, 336.39459875518673, 338.04010388349514, 338.00977248322147, 337.71801609195404, 338.24404853801167, 337.56992408376965, 337.7930924528302, 338.6426880597015, -73.60259999999971, 337.46086949152544, 336.84940180995477, 338.8762333333333, 338.2663380952381, 337.60734418604653, 337.3767142857143, 336.69216666666665, 356.02697647058824, 336.9312428571429, 336.0972037037037, 336.7746512195122, 355.6287758620689, 336.58840000000004, 359.6391445544554, 452.233488372093, 350.92171392405066, 344.3540142857143, 349.53461967213116, 348.2631142857143, 348.4614714285713]","[1.6455078124998934, 0.8935546874998934, 3.5986328125, 1.4257812499998934, 3.1249999999999467, 1.7578125, 5.751953124999893, 8.671875, 3.6328124999999467, 3.5986328125000533, 5.21484375, 2.6123046874999467, 6.489257812499947, 3.1933593750000533, 1.9140625000001066, 3.9550781249999467, 7.827148437500107, 5.180664062500053, 1.9140625000000533, 6.333007812499893, 1.8701171874999467, 4.721679687499893, 2.1728515625000533, 1.7822265624999467, 2.2460937499998934, 1.8408203125000533, 1.7089843750001066, 3.0273437500001066, 0.8056640624999467, 2.255859375, 2.3095703125000533, 1.5234374999998934, 1.1035156250000533, 2.2705078125, 0.4589843749999467, 0.9716796875001066]"
174,"[2, 6, 10, 12, 18, 20, 53, 58, 59, 60, 62, 65, 66, 67, 68, 70, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 99, 101, 102, 103, 104, 107, 109, 111, 114, 116, 142, 157, 203, 207, 208, 216, 218, 224, 228]","[335.8843648648649, 336.14501666666666, 345.9535363636364, 335.74906130653267, 386.8541, 336.96817024793387, 341.2296896551724, 340.03793333333334, 336.68577419354835, 336.85574418604654, 344.05857586206895, 336.0781482758621, 337.4371253393665, 336.9261140127389, 337.67800731707314, 337.20940588235294, 338.49558235294114, 337.0950818181818, 337.62296779661017, 336.893861971831, 336.33244285714284, 339.2858, 336.94996708463947, 339.4689428571428, 338.08608494623655, 337.5744040462428, 339.52882857142856, 336.9501900849858, 337.05998181818177, 338.3219741935484, 336.46888527131784, 337.4475444444444, 337.73856666666677, 337.1194238095238, 336.15825957446805, 336.99783076923075, 337.26550000000003, 346.50481755725195, 338.1183, 337.5426307692308, 342.6481677966102, 335.40042926829267, 346.9842756302521, 348.6646909090909, 385.51269130434787, 341.68789753086423, 334.1615809523809, 345.2743714285714, 342.9367882352941, 346.9095571428571, 87.89841831831832]","[2.1923828124998934, 6.611328125000053, 1.50390625, 5.1220703125, 1.9433593749998934, 2.3144531250000533, 3.6376953124999467, 0.3173828124999467, 5.029296875, 2.7343749999999467, 3.9648437500000533, 1.4062499999998934, 6.738281249999893, 4.0234375, 2.1484375000001066, 2.2363281249998934, 2.01171875, 4.223632812499893, 5.429687499999893, 5.9375, 5.703124999999893, 0.5664062500000533, 6.386718750000107, 2.1972656250001066, 4.9267578125, 6.025390624999893, 2.2021484375000533, 7.529296875000107, 2.7294921875000533, 4.409179687500107, 5.068359375000107, 4.082031250000053, 0.4443359374998934, 1.7285156249998934, 2.6074218750000533, 2.8564453124999467, 0.9570312499999467, 2.1044921874998934, 1.2158203125000533, 2.3828124999999467, 1.9433593749999467, 1.9384765624999467, 2.3339843750000533, 1.8798828125000533, 1.6015625000000533, 1.69921875, 1.6162109375000533, 1.2841796875000533, 1.845703125, 1.6259765625001066, 29.028320312500107]"
175,"[2, 6, 9, 13, 14, 18, 20, 29, 49, 51, 54, 58, 59, 62, 65, 66, 67, 68, 71, 73, 74, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 99, 101, 102, 103, 104, 106, 111, 118, 131, 153, 167, 170, 195, 214]","[346.73122413793106, 367.32813846153846, 354.2778421052631, 352.3531461538462, 330.04906923076925, 336.59880588235296, 336.77446046511625, 333.2768292929293, 343.09614444444446, 336.2414244897959, 345.089, 336.13876666666664, 336.9875714285714, 336.8707651162791, 337.5958764705882, 337.1039881355932, 338.438431629393, 337.70935283757336, 337.4723373626374, 337.83428461538466, 337.32895, 339.11408571428575, 337.1701062992126, 336.78328514851484, 336.7577285714286, 337.55253021582735, 337.7592691588785, 337.6679910662824, 338.3477818731118, 338.7104714285714, 338.4925605947955, 338.036643537415, 337.5567551724138, 338.2999000000001, 337.70754705882354, 337.5499939393939, 336.8816, 338.00400505050504, 359.6145272727273, 336.6185612903226, 449.1438202247191, 376.14772857142856, 366.41331219512193, 345.0862023255814, 346.4104117647058, 340.0847975609756, 347.99967346938774]","[2.2314453124999467, 2.9833984375001066, 2.3681640625000533, 1.6455078124998934, 1.8603515624998934, 3.0664062499998934, 5.283203125000053, 1.9384765624999467, 2.2119140624999467, 2.6123046875, 0.6933593750000533, 2.7099609375, 1.8261718749999467, 1.6455078124999467, 1.3867187500000533, 6.391601562499893, 4.912109375, 9.506835937500107, 3.2226562499998934, 9.0576171875, 5.058593750000053, 2.7734374999999467, 11.186523437499947, 4.077148437499947, 0.7763671874999467, 4.999999999999947, 9.560546874999893, 9.736328125000053, 4.970703125000053, 2.4267578125001066, 4.848632812500107, 8.876953124999893, 6.982421875000107, 1.3134765624998934, 2.1874999999999467, 2.6464843750001066, 2.0312499999998934, 2.1484374999999467, 2.3388671875001066, 2.5585937499998934, 1.66015625, 2.2656250000000533, 1.7529296875001066, 1.8115234375000533, 1.5917968750000533, 2.0800781250000533, 1.3476562500000533]"
