PMT ID, Time, Charge
201, -42.622248, 1.225586
3, 337.210817, 2.558594
8, 336.483700, 1.577148
18, 335.920416, 1.054688
20, 341.106467, 1.943359
21, 346.862717, 1.059570
25, 335.634059, 2.070312
59, 338.258231, 2.114258
61, 336.893879, 2.094727
62, 337.608395, 0.668945
65, 337.432300, 2.954102
67, 336.577789, 3.305664
70, 338.086287, 2.592773
72, 336.527479, 10.307617
73, 337.916223, 3.276367
74, 336.496099, 4.423828
75, 336.049440, 4.707031
78, 339.007995, 2.373047
80, 337.271716, 5.249023
81, 336.564582, 5.278320
83, 337.687604, 5.087891
85, 339.176716, 3.310547
86, 337.769315, 3.227539
87, 337.587922, 4.619141
88, 338.367231, 5.947266
94, 339.995867, 2.250977
96, 336.795195, 14.531250
97, 337.142584, 2.324219
101, 337.296997, 1.577148
102, 336.301904, 4.316406
104, 337.131431, 2.509766
105, 341.994700, 1.889648
106, 337.006541, 2.084961
113, 335.830235, 2.338867
115, 335.489395, 1.962891
118, 449.136140, 1.098633
130, 346.669718, 2.182617
143, 351.502935, 0.571289
153, 371.003800, 3.027344
162, 349.124191, 3.271484
169, 380.295346, 1.914062
171, 349.762100, 1.147461
172, 348.772789, 1.650391
173, 349.723185, 2.719727
179, 379.244877, 2.143555
194, 345.420050, 2.163086
203, 334.496427, 1.845703
0, 343.864913, 1.791992
3, 335.568315, 1.352539
8, 336.701873, 0.957031
9, 348.224279, 2.192383
12, 335.387366, 1.728516
13, 335.204633, 1.254883
18, 338.405300, 1.743164
23, 336.244597, 3.022461
25, 335.491753, 0.737305
39, 343.019048, 1.157227
49, 337.410087, 2.011719
53, 336.212810, 1.474609
60, 335.303828, 1.796875
65, 336.407536, 6.406250
66, 411.097872, 2.246094
67, 336.650385, 7.338867
68, 337.101729, 4.838867
70, 338.393271, 0.590820
71, 339.012714, 1.210938
73, 337.820718, 2.294922
74, 337.586329, 5.605469
75, 337.949661, 2.187500
78, 338.535800, 2.695312
80, 337.593543, 3.110352
81, 337.053977, 9.311523
83, 337.979316, 3.085937
86, 339.122075, 4.790039
87, 340.096818, 0.634766
88, 336.850750, 16.337891
91, 339.993194, 2.094727
94, 338.399226, 7.636719
96, 336.729381, 7.778320
101, 337.037611, 1.254883
103, 377.358651, 1.992187
104, 336.436167, 2.524414
110, 335.011045, 1.611328
116, 337.730071, 0.937500
118, 447.546000, 1.962891
122, 336.658556, 1.621094
127, 348.655614, 1.245117
128, 366.401432, 1.445313
131, 346.045189, 2.407227
144, 343.100943, 0.781250
159, 344.889906, 2.324219
172, 352.449614, 2.065430
209, 329.921705, 2.211914
218, 343.909678, 1.909180
240, 338.782233, 0.942383
2, 335.624500, 2.031250
3, 336.646067, 2.382813
5, 375.657029, 1.040039
6, 336.263673, 4.833984
8, 335.799357, 1.586914
20, 337.263267, 1.201172
27, 335.919681, 2.392578
39, 342.104000, 0.825195
54, 335.703000, 1.250000
55, 335.855800, 2.250977
60, 339.969566, 2.333984
61, 372.882841, 2.094727
65, 339.833878, 1.362305
66, 338.660986, 0.971680
67, 337.103402, 22.270508
68, 336.819343, 11.464844
70, 338.224317, 3.295898
71, 367.086252, 1.723633
73, 336.873594, 5.869141
74, 336.055872, 4.379883
75, 336.357899, 13.872070
78, 339.016903, 2.148437
80, 337.469098, 10.957031
81, 338.679800, 6.582031
85, 338.541331, 4.863281
86, 338.014502, 4.409180
87, 337.382215, 2.670898
88, 337.100883, 6.181641
94, 337.629517, 5.454102
96, 336.429073, 4.360352
97, 337.311594, 1.464844
99, 337.583792, 1.264648
101, 336.740245, 1.772461
102, 336.065252, 4.174805
103, 337.429232, 1.577148
104, 337.471214, 5.019531
110, 338.403599, 1.953125
111, 336.313400, 0.859375
115, 335.279192, 1.030273
117, 336.239817, 1.582031
149, 350.077667, 1.254883
152, 346.080936, 2.192383
157, 346.647994, 1.845703
159, 346.578250, 4.155273
172, 328.110567, 1.298828
176, 349.488367, 2.587891
180, 351.917606, 2.934570
182, 346.919669, 1.879883
187, 343.515902, 1.098633
218, 350.689057, 1.733398
5, 333.848335, 2.202148
6, 336.516743, 1.704102
8, 335.657351, 1.596680
10, 343.706959, 1.455078
15, 346.897033, 2.031250
21, 331.053839, 2.207031
29, 333.802801, 2.485352
42, 344.625773, 0.830078
50, 335.392993, 1.835938
53, 336.475667, 1.962891
54, 335.313865, 1.669922
58, 340.538600, 2.797852
59, 343.790690, 2.255859
60, 336.456280, 1.840820
66, 336.336414, 8.002930
67, 338.479544, 3.413086
68, 337.702104, 2.241211
71, 337.611053, 1.674805
72, 336.752301, 8.994141
73, 337.378255, 4.370117
74, 337.815790, 7.958984
75, 337.937014, 3.969727
78, 338.785653, 5.781250
80, 337.258057, 5.097656
81, 337.330588, 1.606445
83, 364.516533, 1.782227
86, 338.462836, 4.423828
87, 337.095072, 6.152344
88, 336.843467, 10.014648
91, 340.006264, 0.708008
94, 337.629144, 4.487305
96, 336.601167, 16.196289
97, 337.249600, 2.578125
101, 340.435614, 1.572266
102, 397.854236, 1.083984
103, 337.006200, 1.215820
104, 337.633500, 0.937500
109, 336.971309, 2.304688
111, 335.071582, 1.967773
115, 335.329329, 2.138672
128, 342.640400, 1.918945
130, 127.951093, 1.918945
152, 339.474767, 1.342773
161, 347.105145, 1.459961
171, 346.401557, 1.982422
195, 344.018456, 1.508789
206, 377.906663, 1.484375
208, 346.658569, 2.851562
218, 350.930200, 0.903320
2, 337.899500, 2.128906
6, 344.383075, 0.649414
13, 335.478797, 2.446289
17, 185.865332, 1.884766
25, 365.947989, 1.708984
41, 344.820000, 1.889648
51, 65.550200, 0.605469
53, 335.822333, 2.041016
54, 335.078126, 1.577148
58, 336.972665, 1.811523
62, 336.151252, 0.942383
65, 336.197926, 5.444336
67, 337.259058, 1.274414
68, 336.363531, 3.427734
70, 339.116489, 2.778320
72, 338.094542, 2.631836
73, 337.090900, 8.837891
74, 354.362966, 2.026367
75, 337.678553, 4.565430
78, 337.200415, 1.738281
80, 337.188616, 5.112305
81, 336.799027, 5.732422
83, 337.737202, 3.916016
85, 337.889580, 3.940430
86, 338.181113, 2.070313
87, 337.751288, 3.574219
88, 336.722138, 16.049805
91, 339.692495, 1.958008
94, 337.532955, 7.451172
96, 337.387994, 10.463867
97, 337.541078, 3.378906
101, 337.169030, 3.725586
102, 337.662795, 2.773437
108, 336.892037, 2.666016
110, 361.884029, 1.787109
113, 341.882439, 2.656250
116, 337.376856, 3.486328
117, 343.057624, 1.782227
122, 350.679471, 2.768555
145, 680.540117, 2.220703
153, 347.338610, 2.524414
155, 347.893726, 0.839844
173, 328.542959, 2.050781
191, 344.196749, 1.762695
3, 337.260332, 1.152344
9, 488.781816, 2.397461
12, 335.748062, 1.972656
13, 335.405765, 1.831055
18, 373.412449, 2.045898
24, 442.471285, 1.630859
29, 414.978968, 2.500000
58, 339.909227, 2.749023
60, 335.028474, 1.450195
62, 337.428762, 1.469727
65, 337.877858, 2.500000
66, 335.946458, 3.491211
67, 338.087773, 1.357422
68, 335.825586, 2.246094
70, 338.095100, 2.968750
71, 338.265049, 3.125000
74, 337.137969, 8.247070
75, 338.051300, 3.955078
78, 337.197914, 2.954102
80, 337.296703, 4.008789
81, 336.541692, 3.657227
83, 338.174265, 5.830078
85, 337.291985, 4.194336
86, 338.341043, 4.965820
87, 370.570700, 2.221680
88, 337.059151, 14.624023
91, 338.776610, 1.865234
94, 337.535545, 1.298828
96, 336.688120, 5.161133
97, 337.462047, 2.612305
99, 337.513438, 4.335938
101, 337.715428, 3.715820
102, 337.516359, 5.766602
104, 368.777762, 2.958984
107, 337.679433, 1.748047
108, 336.319214, 1.977539
109, 336.878700, 1.254883
111, 335.937226, 1.616211
116, 340.598933, 1.962891
118, 449.041778, 1.914062
131, 344.259890, 1.928711
143, 353.586700, 1.772461
148, 347.920097, 2.250977
157, 346.505945, 2.529297
166, 357.979032, 4.199219
186, 346.892657, 4.389648
196, 345.526200, 1.445312
206, 333.269971, 1.269531
219, 335.290169, 1.425781
228, 64.196989, 3.759766
6, 336.577052, 3.793945
8, 336.424119, 1.445313
12, 333.750994, 3.906250
17, 332.992165, 1.689453
20, 335.592518, 6.347656
25, 350.283100, 1.411133
32, 333.019041, 1.953125
54, 345.270277, 1.474609
58, 338.736138, 1.582031
59, 338.313776, 1.323242
60, 335.963651, 6.503906
65, 337.635897, 1.777344
66, 337.408882, 4.926758
67, 335.810700, 6.264648
68, 347.634300, 3.886719
72, 336.753900, 5.356445
73, 337.541186, 2.568359
74, 337.135732, 2.343750
75, 338.090124, 1.538086
78, 337.358830, 1.831055
80, 337.164173, 10.854492
81, 337.537317, 5.224609
83, 337.509874, 5.268555
86, 336.547908, 4.038086
87, 337.128795, 6.645508
88, 338.792188, 3.652344
91, 338.620627, 1.992188
94, 336.786351, 4.208984
96, 336.732516, 10.405273
97, 337.650629, 4.467773
102, 336.259171, 1.059570
103, 335.922502, 7.211914
104, 336.329302, 2.363281
106, 336.655556, 3.037109
110, 336.068119, 2.265625
118, 453.913067, 2.294922
128, 346.960733, 2.680664
130, 339.899190, 2.363281
142, 535.423069, 1.416016
162, 345.614982, 1.562500
170, 344.734617, 1.586914
171, 349.256500, 1.459961
178, 347.253538, 2.856445
193, 381.299072, 2.050781
207, 345.898245, 1.333008
213, 349.012784, 2.626953
228, 476.752732, 1.435547
3, 335.811674, 3.872070
17, 333.462753, 1.992188
20, 335.607509, 3.994141
22, 350.626781, 2.363281
58, 340.259090, 3.886719
59, 366.341000, 1.088867
60, 336.182333, 1.435547
61, 337.749573, 1.059570
71, 337.768187, 2.407227
72, 337.055193, 3.769531
73, 338.126233, 2.602539
74, 336.562403, 9.707031
75, 337.508962, 8.276367
80, 337.210547, 6.313477
81, 337.775106, 6.298828
83, 337.636762, 1.020508
85, 337.348626, 7.119141
86, 336.732817, 7.021484
87, 337.019686, 7.753906
88, 338.471402, 9.487305
96, 337.463800, 2.495117
97, 337.158603, 3.427734
99, 337.987072, 1.630859
101, 337.217970, 3.671875
102, 341.755044, 2.416992
103, 337.167842, 5.991211
104, 336.252354, 4.155273
109, 337.068700, 1.855469
116, 343.296758, 1.152344
153, 345.069697, 1.928711
166, 351.423976, 1.845703
172, 329.268111, 2.641602
188, 345.032567, 2.285156
208, 333.427533, 2.446289
214, 336.405333, 2.246094
3, 336.251256, 1.381836
12, 335.314300, 1.914063
13, 376.384666, 1.367188
20, 335.809541, 5.468750
23, 343.119178, 1.782227
50, 334.654313, 1.586914
51, 349.656629, 2.055664
52, 341.263281, 2.290039
58, 335.919548, 2.192383
59, 336.175667, 2.622070
60, 344.494000, 2.114258
63, 339.420795, 2.128906
66, 336.075963, 1.738281
67, 551.345772, 2.368164
68, 337.087967, 2.373047
71, 337.830096, 1.391602
72, 336.876424, 5.810547
73, 337.670772, 4.257812
74, 337.754200, 6.655273
75, 338.010010, 7.705078
78, 338.720415, 4.033203
80, 337.743413, 2.114258
81, 337.196114, 4.868164
83, 338.732507, 2.070312
85, 337.567327, 5.834961
86, 337.802638, 5.991211
87, 337.414262, 6.943359
88, 337.401507, 14.091797
96, 337.391849, 7.324219
97, 338.953416, 1.123047
101, 336.264186, 2.045898
102, 336.146742, 4.633789
103, 337.868324, 0.952148
104, 336.173799, 3.193359
105, 344.293476, 2.373047
107, 340.498796, 1.835938
111, 344.359455, 3.041992
114, 336.366681, 1.518555
115, 335.915156, 2.241211
116, 339.155267, 2.451172
123, 380.733028, 2.148438
165, 346.537667, 0.839844
195, 358.028700, 0.942383
197, 346.240444, 1.303711
202, 342.526375, 2.949219
8, 335.327750, 1.811523
12, 355.960026, 2.065430
20, 339.238625, 2.426758
25, 335.570748, 1.381836
49, 341.226315, 2.128906
53, 335.600351, 1.982422
54, 341.875154, 1.684570
60, 336.511500, 2.138672
61, 336.177083, 1.816406
65, 337.306929, 5.732422
67, 374.446979, 0.761719
68, 336.543121, 5.151367
74, 338.234102, 1.147461
75, 336.886944, 3.969727
78, 338.563707, 1.621094
80, 337.498471, 5.327148
81, 337.681800, 6.586914
83, 337.719241, 4.360352
85, 337.511860, 6.025391
86, 338.815453, 1.547852
87, 337.525592, 11.088867
88, 337.325903, 7.573242
94, 362.692227, 2.529297
96, 336.260554, 2.084961
97, 338.372946, 4.194336
99, 336.575592, 1.591797
101, 453.864186, 1.918945
103, 336.871894, 1.528320
104, 336.594156, 1.879883
107, 335.080322, 1.098633
109, 337.895367, 1.640625
155, -60.831709, 1.708984
157, 382.389446, 1.743164
178, 346.942900, 3.032227
219, 340.520045, 2.148437
13, 335.762886, 2.495117
18, 335.961118, 1.552734
20, 337.244147, 3.666992
22, 350.704291, 2.006836
25, 343.899100, 0.732422
49, 336.541700, 1.552734
58, 344.155933, 1.435547
60, 336.732636, 1.704102
61, 342.331391, 2.294922
62, 337.863633, 0.737305
66, 337.170033, 1.894531
72, 337.424678, 4.658203
73, 337.367008, 2.670898
74, 337.808498, 6.552734
75, 337.879572, 4.438477
78, 337.259106, 5.351562
80, 338.682799, 5.283203
81, 338.181281, 3.208008
83, 337.611685, 4.135742
86, 337.826756, 6.225586
87, 337.374296, 3.837891
88, 336.792609, 7.031250
94, 344.545200, 4.423828
96, 336.630675, 13.081055
97, 336.790312, 2.763672
102, 344.599021, 0.683594
103, 336.623267, 0.961914
107, 336.665014, 2.143555
113, 342.984196, 2.207031
115, 335.514756, 1.088867
117, 340.077534, 2.280273
121, 338.074656, 1.547852
122, 440.775269, 1.811523
143, 350.911296, 2.094727
152, 347.061433, 1.845703
167, 345.192285, 2.587891
180, 329.976044, 2.221680
186, 345.660551, 1.132812
224, 372.472033, 1.748047
234, 337.006829, 1.220703
238, 343.553833, 0.981445
2, 335.215864, 2.226562
18, 337.411634, 1.586914
20, 340.490886, 1.752930
42, 336.097844, 1.923828
50, 187.064916, 2.480469
52, 335.687065, 1.132812
53, 335.916097, 0.898438
58, 337.586437, 1.259766
60, 408.477209, 1.831055
61, 336.144185, 3.393555
66, 339.493367, 0.839844
67, 336.482092, 2.460938
73, 337.577432, 3.061523
74, 336.808765, 10.156250
75, 338.260062, 1.157227
78, 337.918911, 0.810547
80, 336.311377, 6.235352
81, 336.692300, 6.762695
83, 337.828653, 1.538086
85, 339.030087, 0.629883
86, 338.135407, 3.935547
87, 337.403757, 5.971680
88, 336.903071, 8.798828
94, 337.076378, 9.965820
96, 336.593641, 9.829102
97, 337.408052, 3.666992
101, 336.981900, 2.949219
102, 337.237873, 1.572266
103, 336.798988, 2.861328
104, 340.003024, 1.552734
115, 342.561900, 1.596680
116, 357.166933, 0.639648
136, 345.987924, 2.255859
145, 260.262398, 1.918945
147, 346.533134, 1.264648
165, 334.402459, 2.138672
174, 348.048833, 1.440430
203, 343.008900, 0.981445
214, 204.078933, 1.347656
224, 344.447570, 1.997070
236, 344.623027, 2.416992
6, 389.078886, 2.177734
13, 343.445752, 1.215820
18, 336.569485, 4.418945
20, 336.831383, 0.991211
54, 336.909000, 0.649414
55, 336.913447, 3.666992
60, 336.493648, 3.710937
61, 335.945450, 2.202148
65, 336.969700, 1.958008
66, 338.719271, 2.944336
67, 337.233766, 2.768555
68, 336.004789, 6.284180
70, 339.864700, 1.748047
72, 336.785109, 1.914063
73, 337.704769, 5.166016
74, 336.795599, 6.772461
75, 338.163970, 5.351562
80, 337.398017, 7.563477
81, 337.810523, 7.431641
83, 349.593960, 2.910156
86, 368.031419, 2.099609
87, 337.726935, 2.338867
88, 336.885597, 7.382812
94, 337.678533, 2.954102
96, 338.256739, 3.193359
97, 336.977721, 3.227539
101, 337.236352, 3.544922
102, 336.818835, 4.677734
104, 336.722389, 4.169922
108, 337.374106, 0.820313
110, 466.910615, 2.124023
116, 343.443909, 2.729492
122, 342.992275, 1.699219
165, 329.441391, 1.826172
184, 373.651167, 1.225586
193, 345.448827, 1.630859
201, 346.884605, 1.435547
207, 290.149657, 1.455078
219, 340.234137, 2.016602
0, 333.692481, 0.913086
3, 336.104955, 1.875000
6, 336.709383, 5.981445
13, 342.021272, 2.939453
17, 333.130480, 2.504883
25, 335.598090, 3.017578
65, 338.000300, 1.694336
66, 351.183876, 1.499023
67, 337.348091, 2.666016
68, 337.799947, 1.435547
71, 337.699340, 3.525391
73, 336.920105, 7.060547
74, 336.570564, 5.825195
75, 336.733053, 11.752930
80, 337.823310, 3.715820
81, 337.853484, 6.381836
83, 337.606010, 7.143555
85, 338.609531, 1.728516
87, 337.257775, 2.167969
91, 358.819602, 1.889648
94, 357.035200, 5.209961
96, 337.069353, 8.627930
99, 336.193438, 2.138672
101, 337.864186, 4.936523
102, 336.660600, 2.084961
103, 337.153743, 5.297852
105, 337.585686, 1.987305
115, 334.971500, 1.069336
118, 446.962353, 0.756836
119, 336.546600, 2.602539
121, 335.338992, 1.801758
129, 346.161143, 1.997070
151, 331.033907, 2.207031
173, 356.363946, 2.548828
180, 347.302529, 0.961914
203, 528.248343, 1.586914
210, 346.187867, 1.870117
3, 336.177002, 1.577148
5, 355.669256, 1.445312
12, 334.793016, 1.791992
13, 335.916443, 3.666992
14, 330.022089, 4.282227
20, 336.696506, 4.335937
55, 336.865862, 2.070313
59, 336.090132, 1.289063
61, 340.744002, 1.523437
65, 336.293321, 2.241211
66, -60.012458, 1.699219
67, 337.062759, 10.297852
72, 336.415368, 2.397461
73, 341.600969, 1.411133
74, 336.447948, 6.835937
75, 337.245093, 5.424805
78, 338.240415, 1.469727
80, 337.040085, 13.403320
81, 337.418467, 3.876953
83, 337.664051, 6.435547
86, 398.283772, 2.753906
87, 337.256223, 8.388672
88, 337.406698, 9.521484
91, 341.411584, 1.875000
94, 336.913272, 6.757812
96, 338.042517, 4.169922
97, 337.097792, 4.062500
99, 337.480344, 3.125000
101, 337.100598, 1.152344
102, 337.079902, 3.408203
103, 337.913122, 2.109375
104, 338.235393, 4.155273
107, 336.724673, 2.690430
109, 336.807367, 10.175781
115, 335.562343, 2.402344
131, 346.820716, 1.840820
169, 371.861500, 2.045898
178, 381.670672, 2.651367
184, 346.825591, 1.323242
203, 346.906568, 2.099609
214, 342.008079, 2.084961
215, 387.040015, 2.548828
219, 337.414956, 2.763672
235, 346.556665, 1.655273
2, 344.888389, 1.503906
3, 335.457700, 1.015625
6, 335.877509, 3.847656
22, 344.462748, 1.762695
23, 336.137698, 3.964844
50, 336.451925, 1.040039
55, 335.771142, 2.143555
60, 337.527571, 4.287109
62, 335.698223, 4.257813
63, 337.528043, 4.916992
66, 338.679271, 0.493164
67, 337.231345, 1.704102
68, 376.113069, 2.509766
71, 337.669499, 5.166016
73, 337.283233, 5.058594
74, 336.874596, 6.328125
75, 337.750500, 1.113281
78, 337.706170, 1.738281
80, 337.721409, 1.962891
81, 337.092380, 7.153320
83, 337.536104, 10.522461
85, 338.742815, 2.207031
86, 338.797400, 1.879883
87, 337.453158, 4.736328
88, 338.175593, 9.594727
94, 337.456629, 6.308594
96, 338.185982, 8.818359
97, 336.947749, 5.019531
101, 337.185002, 1.967773
102, 337.436661, 2.373047
104, 336.899547, 4.516602
108, 335.330849, 1.630859
109, 359.215507, 1.718750
110, 336.153833, 1.372070
114, 340.390222, 1.059570
115, 335.578847, 0.795898
117, 455.721469, 1.967773
124, 342.743188, 2.319336
127, 343.534973, 2.836914
144, 364.564521, 1.474609
149, 347.451444, 1.440430
172, 329.374567, 2.832031
173, 344.413000, 1.899414
0, 333.949462, 1.982422
20, 338.085021, 1.645508
25, 341.154956, 3.754883
26, 359.983333, 1.572266
41, 346.468930, 1.958008
53, 335.889000, 2.949219
55, 335.267684, 1.606445
59, 336.080546, 2.041016
60, 336.928343, 2.446289
61, 335.392300, 2.617188
65, 337.666503, 1.933594
66, 336.146700, 3.344727
67, 337.235090, 5.175781
68, 337.076170, 4.560547
74, 336.338435, 1.591797
75, 336.577390, 12.695313
78, 337.997548, 6.372070
80, 336.806613, 5.668945
83, 337.535391, 5.820312
86, 336.401957, 4.785156
88, 336.783699, 5.361328
91, 340.107262, 3.735352
94, 337.075082, 13.461914
96, 336.823099, 13.212891
97, 344.095671, 1.801758
99, 373.373875, 2.568359
101, 337.521703, 1.396484
102, 336.576363, 4.189453
104, 336.935340, 7.148437
106, 335.680467, 1.606445
107, 336.521211, 1.176758
111, 336.140129, 1.679687
114, 336.016783, 2.177734
117, 335.653740, 5.190430
124, 341.004501, 1.787109
142, 347.486020, 1.396484
155, 346.773726, 1.704102
157, 346.356948, 2.133789
172, 337.191014, 2.041016
178, 347.353870, 5.839844
196, 355.532157, 1.591797
197, 337.209939, 2.456055
215, 342.278110, 2.739258
231, 341.720537, 1.401367
6, 336.347193, 1.528320
8, 334.986325, 1.459961
13, 355.506342, 2.514648
18, 349.058862, 1.240234
20, 337.847882, 1.899414
22, 332.646579, 1.713867
29, 333.752016, 1.479492
39, 332.610323, 1.049805
54, 335.313113, 2.080078
58, 337.065509, 2.446289
60, -87.294333, 4.570312
62, 339.730300, 0.932617
63, 337.732565, 3.032227
65, 336.774700, 5.097656
66, 337.840467, 5.747070
67, 337.026641, 6.127930
68, 336.679491, 8.920898
70, 339.517673, 3.032227
73, 336.768233, 7.197266
74, 336.861942, 5.737305
75, 338.998089, 1.699219
80, 337.615384, 5.449219
81, 337.864465, 9.672852
83, 337.445219, 5.473633
85, 339.347239, 1.342773
87, 337.559616, 7.583008
88, 337.126077, 9.179688
94, 338.502123, 8.969727
96, 336.901175, 8.417969
97, 337.507448, 4.604492
99, 336.825614, 2.202148
101, 338.747880, 1.811523
102, 337.700333, 9.414062
104, 335.816948, 2.255859
106, 341.151005, 1.445313
108, 339.285056, 1.645508
109, 336.837700, 2.451172
124, 335.058055, 2.153320
160, 343.307613, 1.806641
164, 344.385280, 2.036133
165, 328.577286, 1.728516
172, 347.730150, 1.508789
180, 349.455464, 1.987305
187, 331.411068, 2.119141
209, 345.799653, 2.333984
224, 344.766336, 2.753906
6, 336.323861, 3.325195
12, 334.544800, 8.159180
13, 341.105967, 1.000977
20, 336.577914, 2.519531
23, 336.565718, 2.500000
27, 335.383164, 1.782227
53, 336.580429, 1.840820
62, 339.135100, 2.700195
67, 337.357367, 6.499023
70, 338.430989, 3.403320
72, 336.802900, 1.909180
73, 338.058688, 7.563477
74, 337.097727, 13.696289
75, 337.105675, 4.252930
80, 337.685151, 1.503906
81, 337.991877, 5.039063
83, 337.688782, 6.826172
86, 337.103582, 8.417969
87, 337.520551, 8.105469
91, 339.695173, 1.870117
94, 337.487018, 3.720703
96, 336.842687, 3.652344
97, 337.575357, 7.373047
101, 337.334627, 2.666016
102, 336.067227, 5.600586
103, 356.910446, 1.743164
104, 336.364287, 4.409180
108, 335.761160, 0.937500
109, 336.823647, 1.777344
110, 336.583779, 6.074219
111, 340.320067, 1.064453
113, 336.264743, 1.596680
117, 334.905375, 2.036133
118, 447.286452, 1.337891
128, 454.866910, 1.948242
130, 348.086424, 1.479492
155, 346.354898, 2.045898
159, 344.533300, 1.772461
172, 329.673644, 1.157227
193, 346.275430, 2.280273
194, 346.212133, 3.950195
8, 334.634833, 1.308594
13, 335.649843, 2.250977
25, 335.196915, 1.840820
26, 352.086600, 1.816406
51, 339.700200, 0.673828
55, 359.108108, 1.376953
59, 634.220304, 1.606445
63, 339.902265, 1.972656
65, 337.557248, 4.716797
66, 337.474279, 4.951172
67, 336.669274, 14.497070
68, 336.711428, 2.924805
71, 366.041129, 1.586914
72, 336.342244, 4.023437
73, 337.601851, 3.535156
74, 336.480523, 7.768555
75, 337.006655, 5.200195
78, 337.483860, 4.560547
80, 337.569280, 4.975586
81, 336.170432, 3.774414
83, 337.838300, 3.525391
86, 337.737400, 5.400391
87, 337.454033, 1.279297
88, 336.915800, 4.965820
91, 338.494567, 3.842773
94, 336.912847, 7.607422
96, 336.902864, 10.581055
97, 337.144089, 3.632813
99, 338.145233, 2.031250
101, 337.706597, 4.057617
102, 336.169424, 2.622070
103, 335.628981, 1.567383
104, 337.136871, 4.326172
109, 338.260700, 0.727539
110, 336.871066, 3.261719
137, 355.407864, 0.600586
166, 331.237056, 2.495117
170, 346.827250, 2.084961
173, 330.446132, 1.279297
197, 355.694400, 1.201172
203, 347.092223, 1.875000
208, 333.987867, 2.314453
6, 334.766029, 5.229492
12, 341.725371, 1.909180
20, -77.723400, 5.463867
25, 375.450529, 1.894531
26, 342.757738, 2.241211
29, 333.569741, 2.207031
50, 373.072900, 2.099609
59, -117.771000, 3.535156
60, 336.545154, 2.436523
62, 336.447223, 1.489258
65, 336.784869, 3.022461
66, 337.547926, 3.002930
68, 336.409633, 2.329102
70, 338.544103, 2.382813
71, 337.509033, 1.440430
72, 337.114900, 1.176758
74, 336.740676, 5.590820
75, 337.935029, 5.415039
78, 339.034919, 2.197266
80, 337.065115, 7.905273
81, 337.944467, 7.192383
83, 336.855085, 6.562500
86, 338.459592, 5.859375
87, 337.766110, 5.434570
88, 336.616222, 6.347656
94, 337.835396, 5.795898
96, 336.884122, 2.470703
101, 338.036493, 2.031250
102, 336.948947, 14.975586
103, 337.205584, 5.273438
104, 340.060167, 0.185547
105, 337.544174, 2.080078
106, 336.756657, 1.440430
108, 337.345265, 4.121094
109, 336.067245, 1.210938
110, 338.389389, 0.068359
111, 336.913400, 1.650391
115, 463.360321, 3.359375
117, 335.416729, 1.752930
124, 342.945127, 1.577148
160, 349.350500, 1.674805
165, 328.097043, 0.810547
172, 328.895900, 2.265625
195, 370.702033, 1.547852
198, 346.110470, 3.144531
201, 345.750288, 2.114258
205, 345.110538, 2.138672
216, 338.152467, 0.605469
5, 343.285600, 0.776367
6, 336.223346, 5.078125
12, 343.485035, 1.616211
17, 242.588400, 1.884766
20, 336.781685, 2.036133
22, 355.258158, 1.474609
23, 333.816356, 1.816406
27, 421.331316, 2.075195
29, 343.382757, 1.420898
32, 345.999633, 2.465820
42, 342.376449, 1.357422
51, 336.987259, 2.001953
55, 336.244891, 2.089844
59, 340.731642, 1.528320
60, 336.243444, 4.262695
61, 358.933069, 0.522461
62, 336.323121, 1.459961
67, 336.687284, 5.415039
68, 337.963613, 2.539062
71, 337.107265, 1.650391
73, 337.767618, 3.803711
74, 336.540676, 4.575195
75, 337.475586, 2.241211
78, 337.749017, 3.837891
80, 336.714225, 9.414062
81, 337.888467, 2.944336
83, 337.522496, 4.707031
86, 338.065708, 1.918945
87, 336.619589, 2.612305
88, 337.281016, 6.821289
94, 338.321671, 1.928711
96, 336.728752, 5.766602
97, 338.253515, 2.651367
101, 337.623959, 1.298828
102, 355.099868, 3.076172
103, 338.095350, 3.842773
104, 336.367753, 2.275391
110, 337.193330, 1.933594
114, 344.697433, 2.177734
136, 343.010800, 2.495117
170, 347.116238, 1.831055
191, 346.233086, 1.499023
206, 348.155686, 2.070312
218, 93.314200, 1.567383
228, 257.430767, 2.832031
3, 335.837474, 3.540039
13, 336.005454, 0.717773
14, 330.489177, 2.412109
19, 787.826796, 1.641602
20, 370.916600, 1.337891
23, 334.150244, 2.382812
25, 335.102811, 1.538086
51, 335.472832, 1.562500
60, 336.807317, 2.045898
67, 337.678256, 3.232422
68, 336.724387, 6.328125
71, 339.201165, 2.387695
72, 421.962384, 2.607422
73, 337.430988, 8.452148
74, 336.148516, 2.246094
75, 337.256589, 5.864258
80, 337.074528, 12.719727
81, 337.855000, 5.454102
83, 337.552202, 8.715820
86, 337.849514, 2.802734
87, 337.139823, 1.831055
88, 337.047670, 10.878906
94, 339.116629, 3.364258
96, 337.246396, 5.844727
97, 337.283178, 5.522461
99, 337.130161, 1.791992
102, 336.488200, 3.691406
103, 336.624748, 3.950195
110, 336.733833, 1.484375
111, 337.356626, 2.753906
125, 334.325018, 1.816406
172, 17.041374, 3.061523
173, 329.149228, 1.523437
181, 346.519856, 3.862305
215, 339.332478, 1.538086
6, 336.192362, 2.504883
8, 335.356500, 1.206055
10, 467.778020, 3.608398
