Event Number,PMT ID,Time,Charge
4,185,348.53105315315315,2.2460937499999467
4,193,358.0633175438596,1.5283203124999467
4,228,160.95755454545457,3.0664062499999467
5,3,335.52410138408305,6.264648437500053
5,6,336.14104628099176,6.7724609375
5,13,341.50631298701296,2.4951171875
5,18,335.5064809523809,2.6855468749999467
5,53,336.14733333333334,1.4501953125
5,59,336.1440819672131,4.9169921875
5,60,336.25163157894735,2.1240234375001066
5,61,336.55153076923074,2.8662109375000533
5,63,337.93087202797204,2.8222656249999467
5,65,337.56528823529413,2.55859375
5,66,336.4698549295774,5.493164062500107
5,67,338.36227894736845,3.6914062499998934
5,72,337.5469,1.6015625
5,73,337.3102274336283,3.1054687500000533
5,74,336.9998,2.1289062500001066
5,75,337.3005307692308,1.4697265624998934
5,78,337.6748769230769,4.379882812500107
5,80,336.8116229946524,8.217773437499947
5,81,336.0708163934426,2.9003906250001066
5,83,337.5454930835735,6.049804687499893
5,85,338.4739,2.2851562500001066
5,86,337.78844,2.2216796875001066
5,87,337.09445,6.005859374999893
5,88,338.2596217821782,6.518554687499947
5,91,337.92564193548384,2.3925781250001066
5,96,336.8001993558776,17.846679687499893
5,97,340.12466097560974,2.0605468749999467
5,101,336.9970676300578,3.7695312499998934
5,108,336.9757222222221,0.8740234375001066
5,109,336.2069857142857,1.4794921875000533
5,111,339.91774782608695,0.4736328125001066
5,160,339.27741358024696,1.5820312499999467
5,179,346.44961860465116,1.8359374999998934
5,194,337.7870653061225,2.7246093749999467
5,205,246.29646666666667,2.3828124999998934
5,218,350.2928666666667,1.6406249999998934
6,15,332.4792555555556,1.93359375
6,18,337.5014873873874,2.2216796874998934
6,20,335.3133010309278,4.404296875000107
6,59,338.10020567375886,2.1874999999998934
6,61,336.22138396946565,2.4853515625
6,63,341.7280256281407,2.6318359375001066
6,65,336.7398282051282,4.599609374999893
6,66,337.02191495327105,5.014648437499893
6,70,338.12540921985817,2.0507812499998934
6,72,336.8258677419355,4.711914062500053
6,73,337.5830666666667,1.7919921874999467
6,75,336.5292487179487,8.803710937500053
6,78,-217.70420000000001,5.3076171875
6,80,337.31658695652175,5.048828124999947
6,81,337.831546835443,4.536132812499947
6,83,337.74043127413125,5.185546875000107
6,86,337.87012727272725,8.583984375000107
6,87,336.1157666666667,4.697265625000107
6,88,368.4451333333334,2.744140625
6,94,337.8038046511628,3.7255859375
6,96,336.67678876404494,8.1591796875
6,97,337.53955283018865,1.4501953125
6,99,337.1879,1.6796875000000533
6,101,337.28567464788733,1.5332031249999467
6,102,336.6793272727272,3.2421875000001066
6,107,337.11032222222224,1.6845703124999467
6,110,335.7685597014925,2.9589843750000533
6,116,345.9175436619718,1.865234375
6,117,343.6448596330275,2.0117187500000533
6,159,346.76781239669424,3.2128906250001066
6,161,503.8578333333333,1.1572265625000533
6,166,345.0652647058823,2.2216796874999467
6,168,118.37388732394365,2.2998046875001066
6,172,328.13509999999997,2.2216796875000533
6,195,346.97983924050635,1.552734375
6,216,341.5034623376623,1.7187499999999467
6,235,338.1949,1.1523437499999467
7,5,344.1891789473684,2.6464843750000533
7,6,335.0466,2.1289062499998934
7,9,317.0674516129032,2.5634765624999467
7,13,335.7300142857143,4.921875
7,18,335.7741,1.9433593750000533
7,51,334.7432188679245,2.2265625000000533
7,53,335.63140000000004,0.9179687499998934
7,55,346.1681809523809,3.8818359375001066
7,58,338.6943183098591,2.5439453125000533
7,59,336.61299999999994,2.0556640625001066
7,63,337.7901558139535,5.039062499999947
7,66,362.11603333333335,2.4853515624998934
7,72,338.2196485380117,4.98046875
7,73,335.8116272727273,1.8994140624998934
7,74,336.482580952381,2.3242187499998934
7,75,337.1033,1.6992187499998934
7,80,337.0371265060241,6.948242187499947
7,81,337.33463464566927,10.058593750000107
7,83,337.5393847457627,7.495117187499947
7,85,338.792431147541,2.8759765624999467
7,87,337.2471444444445,4.1845703125
7,88,337.70562022471915,3.9746093749998934
7,94,337.1841795918367,11.7236328125
7,96,336.7611333333333,4.0869140625
7,101,336.8464269461078,3.4667968749999467
7,102,337.6732168224299,1.8994140625001066
7,109,340.9048212121212,1.6259765625000533
7,110,336.55975925925924,1.0742187500000533
7,111,336.2886941176471,2.0019531250001066
7,112,336.85455151515157,1.7236328124998934
7,118,449.18841121495325,1.9335937499999467
7,123,339.1845666666667,1.6015625000001066
7,125,341.55567706422016,2.1484375
7,131,346.35755,2.3876953125000533
7,155,351.2893538461538,1.6357421875000533
7,164,329.664837037037,1.2353515625000533
7,171,346.28665384615385,2.0068359374998934
7,172,347.5604714285714,2.3632812500000533
7,174,338.70602352941177,1.3476562499999467
7,180,375.34913921568625,2.3339843750001066
7,202,346.3541923076923,2.6123046874999467
7,208,343.3498896551724,2.3486328125001066
7,219,335.66511428571425,3.466796875
7,231,343.50579999999997,1.7529296875001066
8,2,340.6847631578948,1.6552734374998934
8,6,336.6800901960784,1.9580078125001066
8,12,334.57048421052633,1.279296875
8,18,335.89022403100773,3.6376953125
8,20,336.70834603174603,5.532226562499893
8,25,335.536137037037,1.2646484375000533
8,46,336.1045857142857,2.2216796875
8,49,336.42665867768596,2.7197265625
8,53,335.03837062937066,4.267578124999947
8,58,335.81219999999996,0.8203125000000533
8,59,338.369,1.5332031249998934
8,60,335.6086551724138,1.9970703125000533
8,62,337.0008882352941,4.931640624999893
8,65,336.46865348837207,2.1679687500001066
8,66,337.2048908713693,4.199218750000107
8,67,338.7425367346939,3.4912109375001066
8,68,337.2763,2.5732421875
8,71,441.1523666666667,0.4443359374999467
8,73,337.5900340206186,6.3623046875
8,74,336.5120410041841,6.997070312500107
8,75,336.94262420091326,7.5830078125
8,78,339.568180952381,1.6650390624998934
8,81,337.23179999999996,13.955078124999893
8,83,337.537752991453,1.93359375
8,85,337.4346661971831,3.1884765625001066
8,86,338.1143696969697,2.34375
8,87,337.3139603406326,8.383789062499893
8,88,336.99718461538464,2.3681640625
8,96,337.0114051502146,9.218749999999947
8,97,337.069754028436,4.580078125000107
8,101,337.05174397163125,5.703124999999947
8,102,336.3919114754098,4.775390625
8,103,336.90262870813393,9.0380859375
8,108,336.07780769230766,1.9921875000001066
8,109,337.04211176470585,1.71875
8,114,368.63495714285716,2.8662109374998934
8,116,334.54026666666664,3.0224609375001066
8,121,334.5283121212121,2.0507812500001066
8,130,344.66021538461536,2.1435546875000533
8,144,346.5058689655172,1.2841796875001066
8,153,345.46731351351355,3.5693359374999467
8,166,347.37876315789475,2.0898437499998934
8,171,461.7593376068376,1.8017578125001066
8,178,347.1575631016043,3.3300781250001066
8,186,378.81099202453987,2.6562500000000533
8,192,459.78462452830195,1.9580078125001066
8,197,345.4666666666667,1.6503906249999467
8,201,348.6300075471698,0.966796875
8,215,537.0838764705883,2.2021484374999467
8,216,340.88008571428566,1.796875000000053
8,240,565.2388574468085,2.3828124999998934
9,0,333.81003999999996,3.6865234375001066
9,6,336.45722626262625,1.6894531249998934
9,18,335.5774333333333,1.611328125
9,20,339.5249333333333,1.8310546875
9,26,631.0896915254236,2.3437499999999467
9,47,344.0025333333333,2.1044921874999467
9,50,337.00952280701756,2.9882812499999467
9,53,340.2768260869566,0.5957031249998934
9,61,335.87599369369366,1.8408203125001066
9,62,336.34761343283583,1.4941406250000533
9,66,337.3074088607595,3.9160156249999467
9,68,336.412030994152,4.9365234375
9,73,336.6481537313433,7.646484374999893
9,74,397.99240858895706,7.504882812499947
9,75,337.68859246487864,13.73046875
9,78,337.2186571428572,3.2519531249999467
9,80,337.0936320754717,5.629882812500107
9,81,336.8930834224599,8.896484375000107
9,83,337.41885813953485,1.7675781250000533
9,85,337.1931455284553,2.9003906249998934
9,86,338.8305623931624,2.6367187500000533
9,87,337.42368245614034,5.5126953125
9,88,337.557,3.9404296874998934
9,91,338.88810408163266,1.6943359374999467
9,94,337.17179217877094,4.6435546875
9,96,336.7618869565217,4.541015624999893
9,97,336.820067032967,1.5527343750000533
9,99,336.5817630136986,1.435546875
9,103,336.7821555555555,1.4013671875001066
9,104,336.54105555555554,2.9443359375001066
9,107,336.25010000000015,1.0791015624998934
9,109,336.9916830508474,1.4257812499999467
9,110,336.36544623655914,1.6455078124999467
9,115,335.3937222222222,1.7285156250000533
9,116,344.25178181818177,3.6621093750001066
9,120,505.12608571428575,1.3037109375
9,123,408.5250000000001,2.1874999999998934
9,129,342.179914893617,2.0068359374999467
9,164,346.7567256198347,2.1337890624998934
9,182,358.45696201550385,2.1972656250000533
9,192,370.3160846153846,1.9921874999999467
9,202,151.12783333333329,1.7138671875000533
9,213,348.86647647058817,2.1972656250001066
10,6,364.5260285714285,1.3330078125001066
10,12,337.8568,1.4062499999998934
10,20,336.55150909090906,3.1054687500000533
10,21,399.2898530612245,2.2753906250000533
10,23,334.4208,0.5419921874999467
10,25,335.28027647058826,1.3671875
10,52,340.4001591836735,1.8505859374998934
10,54,335.539,2.2851562500000533
10,60,371.01649999999995,1.0693359374999467
10,61,336.2623,1.6015625
10,62,346.9079744186047,4.702148437499947
10,66,337.5799203389831,6.313476562499893
10,67,336.64369191374664,7.651367187500107
10,68,336.12700175438596,4.804687500000107
10,70,338.21225555555554,1.8066406249998934
10,71,339.1745962655601,2.8417968749999467
10,72,337.4890138211382,7.402343749999947
10,73,337.54647396449707,3.4765624999999467
10,74,337.56478823529415,5.170898437500053
10,75,336.7933224719101,6.162109375000107
10,78,339.22783883495146,1.73828125
10,80,336.4044024390244,4.882812499999893
10,81,337.8463114345114,9.350585937500053
10,83,337.56649801980194,3.9599609375001066
10,85,-151.4797000000003,5.034179687499947
10,86,539.1307333333333,2.0068359374998934
10,87,336.94212857142855,8.984374999999893
10,88,337.1224349206349,10.185546875
10,94,337.2705691275168,3.9892578124998934
10,96,336.8180068965517,7.753906249999947
10,97,417.69434637681155,2.2363281249999467
10,101,335.85535454545453,1.5917968750001066
10,102,336.06298095238094,3.7646484375000533
10,103,337.2914148148148,3.2861328124998934
10,104,336.3037290076336,2.8271484374998934
10,106,336.7038392156863,2.5195312500001066
10,108,336.5458404255319,2.5976562500001066
10,109,350.4215888888889,0.8984375000001066
10,110,336.3114844559585,3.3300781250000533
10,122,333.63084313725494,2.3291015624999467
10,127,355.50932857142845,0.7031250000001066
10,153,345.4660388059702,2.2998046875
10,161,349.8931153846154,1.9726562499998934
10,167,336.7119,0.966796875
10,187,344.912062745098,2.1240234375
10,191,346.9016571428572,2.1533203124999467
10,209,348.6132631578948,2.6708984374999467
10,216,335.350147826087,1.7871093749998934
11,6,335.93263921568627,3.1396484374998934
11,9,344.49399999999997,1.9824218750000533
11,12,334.76846666666665,2.7880859375000533
11,13,359.6505195121951,3.7109374999998934
11,24,521.8817015267176,2.4462890625
11,26,341.06686666666667,1.71875
11,29,342.08897462686565,2.4999999999998934
11,53,336.41566666666665,3.5351562500001066
11,61,335.5637084507042,4.482421874999947
11,62,336.62653188405795,2.0751953125
11,66,337.2388188118812,1.5869140624998934
11,67,338.4971197530864,2.3779296875001066
11,68,337.0933588235294,4.497070312500107
11,71,341.4026032258065,1.875
11,72,337.4119,7.568359375
11,73,337.9114,7.705078124999947
11,74,337.72558461538466,3.0908203124999467
11,75,336.82397489711934,9.150390624999947
11,78,337.6509145038168,6.928710937499893
11,80,373.34196341463417,1.9189453125
11,81,337.6378240963855,6.127929687500107
11,85,337.8117285714286,3.759765625
11,86,338.10864528301886,4.194335937500107
11,87,337.3387,5.878906250000053
11,88,337.4169004016064,10.136718750000053
11,91,338.2271307692307,1.9189453125001066
11,94,337.42453333333333,14.687499999999947
11,96,336.63777635933803,8.642578125
11,97,337.2279791208791,6.586914062500107
11,101,345.1329,3.4033203125000533
11,102,336.97423636363635,2.7148437499999467
11,109,368.1603923076923,1.6113281250000533
11,110,335.81207894736843,1.9775390624999467
11,111,341.1636040816326,1.9335937500001066
11,116,335.8561287356322,2.2265625000000533
11,125,335.43653333333333,1.4599609375
11,142,346.49883636363637,2.1142578125
11,148,346.4392307692308,1.8115234374998934
11,153,440.7229666666667,4.282226562499947
11,170,348.7868823529411,0.9375000000000533
11,174,350.57475244755244,2.08984375
11,195,342.3034368421052,1.2939453125001066
12,6,336.6709076923077,4.472656249999893
12,8,336.5079285714286,0.9423828125
12,25,335.2256,3.7890625000000533
12,50,336.89203636363635,1.9531250000000533
12,52,355.58535789473683,1.8994140625
12,58,335.95866779661014,2.8173828125000533
12,60,337.5688245614035,1.7236328125
12,65,337.5754453416149,2.20703125
12,66,337.07810425531915,3.9160156250000533
12,68,335.8510133757962,6.816406249999893
12,73,337.61809191919195,1.8847656249998934
12,74,336.63836326530617,1.9433593749998934
12,75,336.70788536585366,4.311523437500053
12,78,337.78234545454546,1.5722656249999467
12,80,338.06716666666665,0.5029296875
12,81,337.90335555555555,2.2509765624999467
12,83,337.4755307692308,2.7880859375000533
12,86,337.6861573964497,11.049804687499893
12,87,336.6107,7.7734375
12,88,336.65317614678895,3.0810546875001066
12,91,338.22008181818177,2.8955078125000533
12,94,337.4164258064516,7.309570312500053
12,96,337.70363756345176,11.874999999999947
12,97,336.8343258064516,2.6708984374998934
12,102,336.3161172413793,1.8847656250000533
12,103,337.1618830188679,0.9765625000000533
12,104,336.244125,3.3740234374998934
12,107,337.3716135135135,1.298828125
12,110,336.4612547169811,0.6933593750000533
12,117,334.7015051282051,3.5253906250001066
12,131,353.4763,2.3681640625000533
12,143,354.3327392156863,2.705078125
12,149,347.36347058823526,1.5332031250000533
12,174,341.8793951219512,1.8164062500000533
12,188,339.75613333333337,0.8251953125
12,206,346.3230901408451,1.4013671875000533
12,215,335.0369028985507,1.2988281250000533
13,0,354.2129801980198,2.294921875
13,6,336.0546,3.9648437500000533
13,8,335.94983333333334,1.7529296875
13,23,344.6436037383178,2.6220703125
13,29,394.07745932203386,2.7783203125001066
13,51,337.30295862068965,2.1191406249999467
13,54,343.99775,2.0947265624998934
13,58,345.8929606557377,2.6708984374998934
13,65,336.68838421052635,2.6562500000000533
13,66,338.9314920792079,1.5820312500001066
13,67,337.13713584521383,15.571289062499893
13,68,336.6065150537634,5.996093750000107
13,70,338.6767,0.4833984375001066
13,73,337.54837368421056,2.4804687500001066
13,74,336.69400952380954,6.386718749999947
13,75,341.44129999999996,1.6259765625001066
13,78,351.2319403508772,2.3925781249999467
13,80,336.833176056338,4.130859375000053
13,81,336.4977259259259,3.4912109375
13,83,337.7130415730337,5.156249999999893
13,85,338.6856179190752,2.1728515624999467
13,86,337.9919945945946,5.317382812499947
13,87,339.10475405405407,2.2656249999999467
13,88,337.01342393162395,4.6630859375
13,91,339.19307241379306,1.1181640625
13,94,337.2194857142857,3.4277343750000533
13,97,338.81186190476194,1.2841796874998934
13,102,337.8336107526882,1.9677734374999467
13,103,336.28659999999996,1.58203125
13,104,338.1748333333333,6.757812499999947
13,105,337.483513559322,0.6201171875000533
13,106,336.8977008264463,1.8554687500001066
13,107,335.27295714285714,2.3486328125000533
13,108,557.542195652174,1.5478515625
13,109,337.4045367346939,2.65625
13,110,338.719447368421,1.728515625
13,111,335.77054285714286,2.6904296875000533
13,114,335.8352111111111,2.5488281250000533
13,126,367.6548111111111,1.7822265625001066
13,129,335.0961415929204,1.7041015625001066
13,136,347.89851653543303,2.0751953125001066
13,139,345.7138748201439,3.0371093750000533
13,159,351.13803239436623,2.7636718750000533
13,172,348.0567571428571,4.0283203125
13,179,347.37770000000006,1.1914062499998934
13,194,342.9282897959183,1.8164062500001066
13,197,334.03999999999996,0.6982421875
13,203,345.0531378378379,1.9970703124998934
14,3,335.8163956521739,2.8955078125
14,6,335.35085000000004,2.5634765624998934
14,13,342.5688238095238,2.0507812500001066
14,22,334.52670068027214,2.3193359374998934
14,23,338.00820157480314,1.8408203124999467
14,29,24.68967777777779,1.6259765624999467
14,51,337.7185333333333,2.2607421875001066
14,53,342.1632857142857,2.0263671875001066
14,58,336.36293333333333,1.0595703124999467
14,59,336.4200204081633,2.3193359374999467
14,60,336.59068,1.0205078124999467
14,65,337.4465151815182,4.90234375
14,67,336.7725823529412,1.7431640624998934
14,68,336.3819756756757,4.130859374999893
14,73,337.12140000000005,4.697265624999947
14,74,336.65296150627614,8.100585937499947
14,75,337.1935222222222,7.739257812500107
14,80,337.86716666666666,8.955078125
14,81,336.67527107438013,8.471679687500053
14,83,338.30019830508473,3.3544921874999467
14,86,358.16094430379746,3.1250000000000533
14,87,337.13692691292874,8.491210937499947
14,88,337.99872307692306,1.5869140625000533
14,94,337.21323418803416,9.663085937499947
14,96,336.53061205164994,12.871093750000107
14,97,338.91289710144923,2.0214843750001066
14,101,338.20323333333334,0.6152343750001066
14,102,336.7633536231884,4.794921875
14,103,337.5388950819672,3.9794921875001066
14,104,337.30230000000006,0.3271484374998934
14,109,336.7716189189189,0.6152343749999467
14,117,371.43950689655173,2.6660156249999467
14,119,345.3453317073171,2.1533203125000533
14,148,344.00856,2.0361328124998934
14,171,344.505,1.9042968749998934
14,173,346.24187596899225,2.2363281250000533
14,174,346.7023724137931,1.0791015624998934
14,178,343.1723782608696,0.5224609374998934
14,184,286.40183333333334,-0.08300781249989342
14,192,-37.74573902439025,1.7382812500000533
14,213,347.579235483871,3.7744140624998934
14,215,341.2095817204301,2.4853515625
14,216,335.32085154639174,2.6025390625
14,218,346.08813548387093,3.9257812500001066
14,223,343.18877766990295,2.949218749999947
14,236,341.1977418604651,3.1445312500001066
15,3,336.6715596491228,2.7441406250000533
15,6,336.1146,3.2275390625
15,13,335.83641340206185,2.1728515624999467
15,20,336.9430150943396,1.9970703125
15,25,335.61993333333334,2.1289062500000533
15,41,664.2852972972972,1.2568359375000249
15,62,338.02827101449276,1.1767578124998934
15,65,337.73397272727277,1.9482421874998934
15,66,337.43882785388126,4.130859375000107
15,67,336.51234502164505,9.570312500000053
15,68,336.264603030303,4.443359374999893
15,71,337.4884096774193,1.8603515625000533
15,73,336.400871830986,4.609374999999893
15,74,337.8558,0.8593750000001066
15,75,337.83667313432835,4.409179687500107
15,80,337.2350701357466,11.245117187500107
15,81,337.52894285714285,3.73046875
15,83,337.4448034013605,2.9345703125001066
15,85,339.1651,1.54296875
15,86,337.7633842519685,4.252929687500107
15,87,338.9628787709497,5.043945312499893
15,88,337.25866274509804,7.709960937500107
15,94,337.24998527607363,4.384765624999947
15,96,336.95966440677967,4.824218749999947
15,97,337.94277567567565,1.3769531250000533
15,102,336.6064024691358,4.3994140625
15,103,337.34128085106386,0.8984374999998934
15,107,335.5181000000001,0.8349609374998934
15,108,335.55449999999996,1.6894531250001066
15,109,338.7035474576271,1.6796874999998934
15,110,-5.603785714285721,1.54296875
15,113,337.48426666666666,0.9619140625
15,116,335.94217142857144,0.498046875
15,117,343.81329999999997,2.734375
15,131,342.7705222222222,1.2207031250000533
15,164,328.651,1.9677734374998934
15,166,328.359537735849,2.177734375
15,173,329.1100634920635,1.6552734374998934
15,216,335.7268126582278,2.3339843750000533
15,236,354.1155173913043,1.5039062500000533
15,240,345.3034454545454,1.8945312500001066
16,3,335.8998100917431,2.8417968750000533
16,6,343.70229230769223,2.9296875000000533
16,13,335.45564551495016,4.418945312500053
16,18,335.95723725490194,1.0888671874998934
16,51,335.8466285714286,2.3388671875000533
16,55,341.1724990291262,1.6796875
16,58,337.77164918032787,2.3974609375001066
16,59,336.5258595041322,2.8125
16,60,335.25511510791364,5.913085937500053
16,61,336.1773387596899,3.1591796875001066
16,62,337.0037693877551,0.9130859374999467
16,65,336.79952758620686,7.519531249999947
16,67,336.79355714285714,6.977539062500053
16,68,336.2899842105263,5.419921874999947
16,71,338.74969999999996,6.113281249999947
16,72,336.5217523206751,7.919921874999947
16,73,337.50690000000003,3.7158203125000533
16,74,337.91853333333336,4.887695312500053
16,75,337.8818882352941,5.454101562500053
16,78,338.25100000000003,4.121093749999893
16,80,337.2251945337621,8.842773437500107
16,81,337.1020325581395,6.0693359375
16,83,337.60937368421054,8.505859374999947
16,86,337.7669421686747,7.163085937499947
16,87,336.9332,8.994140625000053
16,88,336.30013887043185,9.902343749999893
16,94,344.0497161290323,0.244140625
16,96,336.2949287128713,5.932617187499947
16,99,337.7309243902439,1.7578125000001066
16,103,415.99935862068963,1.9580078124998934
16,106,342.4361448275862,3.8916015625000533
16,107,336.19333809523806,0.9521484375000533
16,110,27.501227272727263,2.2314453125000533
16,117,339.6888555555555,1.1230468750001066
16,124,334.08881621621623,2.2216796874998934
16,160,363.6266538461539,2.0117187500000533
16,183,346.2928111111112,2.1240234374998934
16,202,342.6703620689655,2.7343750000001066
16,203,344.90941764705883,1.8115234375
16,228,231.7801,1.6845703124999467
16,240,352.5036692307691,2.1044921875001066
17,2,336.00750000000005,2.1582031249998934
17,13,336.64103913043476,1.845703125
17,17,394.02918048780487,1.9287109375
17,18,335.81861612903225,1.6162109374998934
17,20,336.6987848739496,4.155273437499947
17,28,751.1210967741936,1.5917968749998934
17,50,335.9955304347826,2.1191406250000533
17,59,350.96206122448973,3.4179687500000533
17,60,337.0532857142857,3.8525390625
17,62,335.9124782178218,2.1630859375000533
17,63,385.6704294117647,1.5478515625000533
17,65,337.4655387096774,2.8857421875001066
17,66,337.0584922077922,2.9882812500001066
17,68,359.6717054054054,3.0029296875000533
17,71,339.821424137931,0.6005859375000533
17,72,337.87268313253014,2.3779296875000533
17,73,336.33728926174496,9.472656250000053
17,74,336.56050674846625,5.976562500000107
17,75,336.9348164835165,2.9296875
17,78,371.5149666666667,3.2470703125000533
17,80,338.3657525252525,3.4521484374999467
